id,name,code,country_id/id
google_state_CR-07,Puntarenas,CR-07,base.cr
google_state_CR-08,San Jose,CR-08,base.cr
google_state_CU-01,Pinar del Rio,CU-01,base.cu
google_state_CU-02,Ciudad de la Habana,CU-02,base.cu
google_state_CU-03,Matanzas,CU-03,base.cu
google_state_CU-04,Isla de la Juventud,CU-04,base.cu
google_state_CU-05,Camaguey,CU-05,base.cu
google_state_CU-07,Ciego de Avila,CU-07,base.cu
google_state_CU-08,Cienfuegos,CU-08,base.cu
google_state_CU-09,Granma,CU-09,base.cu
google_state_CU-10,Guantanamo,CU-10,base.cu
google_state_CU-11,La Habana,CU-11,base.cu
google_state_CU-12,Holguin,CU-12,base.cu
google_state_CU-13,Las Tunas,CU-13,base.cu
google_state_CU-14,Sancti Spiritus,CU-14,base.cu
google_state_CU-15,Santiago de Cuba,CU-15,base.cu
google_state_CU-16,Villa Clara,CU-16,base.cu
google_state_CV-01,Boa Vista,CV-01,base.cv
google_state_CV-02,Brava,CV-02,base.cv
google_state_CV-04,Maio,CV-04,base.cv
google_state_CV-05,Paul,CV-05,base.cv
google_state_CV-07,Ribeira Grande,CV-07,base.cv
google_state_CV-08,Sal,CV-08,base.cv
google_state_CV-10,Sao Nicolau,CV-10,base.cv
google_state_CV-11,Sao Vicente,CV-11,base.cv
google_state_CV-13,Mosteiros,CV-13,base.cv
google_state_CV-14,Praia,CV-14,base.cv
google_state_CV-15,Santa Catarina,CV-15,base.cv
google_state_CV-16,Santa Cruz,CV-16,base.cv
google_state_CV-17,Sao Domingos,CV-17,base.cv
google_state_CV-18,Sao Filipe,CV-18,base.cv
google_state_CV-19,Sao Miguel,CV-19,base.cv
google_state_CV-20,Tarrafal,CV-20,base.cv
google_state_CY-01,Famagusta,CY-01,base.cy
google_state_CY-02,Kyrenia,CY-02,base.cy
google_state_CY-03,Larnaca,CY-03,base.cy
google_state_CY-04,Nicosia,CY-04,base.cy
google_state_CY-05,Limassol,CY-05,base.cy
google_state_CY-06,Paphos,CY-06,base.cy
google_state_CZ-03,Blansko,CZ-03,base.cz
google_state_CZ-04,Breclav,CZ-04,base.cz
google_state_CZ-20,Hradec Kralove,CZ-20,base.cz
google_state_CZ-21,Jablonec nad Nisou,CZ-21,base.cz
google_state_CZ-23,Jiein,CZ-23,base.cz
google_state_CZ-24,Jihlava,CZ-24,base.cz
google_state_CZ-30,Kolin,CZ-30,base.cz
google_state_CZ-33,Liberec,CZ-33,base.cz
google_state_CZ-36,Melnik,CZ-36,base.cz
google_state_CZ-37,Mlada Boleslav,CZ-37,base.cz
google_state_CZ-39,Nachod,CZ-39,base.cz
google_state_CZ-41,Nymburk,CZ-41,base.cz
google_state_CZ-45,Pardubice,CZ-45,base.cz
google_state_CZ-52,Hlavni Mesto Praha,CZ-52,base.cz
google_state_CZ-61,Semily,CZ-61,base.cz
google_state_CZ-70,Trutnov,CZ-70,base.cz
google_state_CZ-78,Jihomoravsky Kraj,CZ-78,base.cz
google_state_CZ-79,Jihocesky Kraj,CZ-79,base.cz
google_state_CZ-80,Vysocina,CZ-80,base.cz
google_state_CZ-81,Karlovarsky Kraj,CZ-81,base.cz
google_state_CZ-82,Kralovehradecky Kraj,CZ-82,base.cz
google_state_CZ-83,Liberecky Kraj,CZ-83,base.cz
google_state_CZ-84,Olomoucky Kraj,CZ-84,base.cz
google_state_CZ-85,Moravskoslezsky Kraj,CZ-85,base.cz
google_state_CZ-86,Pardubicky Kraj,CZ-86,base.cz
google_state_CZ-87,Plzensky Kraj,CZ-87,base.cz
google_state_CZ-88,Stredocesky Kraj,CZ-88,base.cz
google_state_CZ-89,Ustecky Kraj,CZ-89,base.cz
google_state_CZ-90,Zlinsky Kraj,CZ-90,base.cz
google_state_DE-01,Baden-Württemberg,DE-01,base.de
google_state_DE-02,Bayern,DE-02,base.de
google_state_DE-03,Bremen,DE-03,base.de
google_state_DE-04,Hamburg,DE-04,base.de
google_state_DE-05,Hessen,DE-05,base.de
google_state_DE-06,Niedersachsen,DE-06,base.de
google_state_DE-07,Nordrhein-Westfalen,DE-07,base.de
google_state_DE-08,Rheinland-Pfalz,DE-08,base.de
google_state_DE-09,Saarland,DE-09,base.de
google_state_DE-10,Schleswig-Holstein,DE-10,base.de
google_state_DE-11,Brandenburg,DE-11,base.de
google_state_DE-12,Mecklenburg-Vorpommern,DE-12,base.de
google_state_DE-13,Sachsen,DE-13,base.de
google_state_DE-14,Sachsen-Anhalt,DE-14,base.de
google_state_DE-15,Thuringen,DE-15,base.de
google_state_DE-16,Berlin,DE-16,base.de
google_state_DJ-02,Dikhil,DJ-02,base.dj
google_state_DJ-03,Djibouti,DJ-03,base.dj
google_state_DJ-04,Obock,DJ-04,base.dj
google_state_DJ-05,Tadjoura,DJ-05,base.dj
google_state_DK-01,Arhus,DK-01,base.dk
google_state_DK-02,Bornholm,DK-02,base.dk
google_state_DK-03,Frederiksborg,DK-03,base.dk
google_state_DK-04,Fyn,DK-04,base.dk
google_state_DK-05,Kobenhavn,DK-05,base.dk
google_state_DK-06,Staden Kobenhavn,DK-06,base.dk
google_state_DK-07,Nordjylland,DK-07,base.dk
google_state_DK-08,Ribe,DK-08,base.dk
google_state_DK-09,Ringkobing,DK-09,base.dk
google_state_DK-10,Roskilde,DK-10,base.dk
google_state_DK-11,Sonderjylland,DK-11,base.dk
google_state_DK-12,Storstrom,DK-12,base.dk
google_state_DK-13,Vejle,DK-13,base.dk
google_state_DK-14,Vestsjalland,DK-14,base.dk
google_state_DK-15,Viborg,DK-15,base.dk
google_state_DM-02,Saint Andrew,DM-02,base.dm
google_state_DM-03,Saint David,DM-03,base.dm
google_state_DM-04,Saint George,DM-04,base.dm
google_state_DM-05,Saint John,DM-05,base.dm
google_state_DM-06,Saint Joseph,DM-06,base.dm
google_state_DM-07,Saint Luke,DM-07,base.dm
google_state_DM-08,Saint Mark,DM-08,base.dm
google_state_DM-09,Saint Patrick,DM-09,base.dm
google_state_DM-10,Saint Paul,DM-10,base.dm
google_state_DM-11,Saint Peter,DM-11,base.dm
google_state_DO-01,Azua,DO-01,base.do
google_state_DO-02,Baoruco,DO-02,base.do
google_state_DO-03,Barahona,DO-03,base.do
google_state_DO-04,Dajabon,DO-04,base.do
google_state_DO-05,Distrito Nacional,DO-05,base.do
google_state_DO-06,Duarte,DO-06,base.do
google_state_DO-08,Espaillat,DO-08,base.do
google_state_DO-09,Independencia,DO-09,base.do
google_state_DO-10,La Altagracia,DO-10,base.do
google_state_DO-11,Elias Pina,DO-11,base.do
google_state_DO-12,La Romana,DO-12,base.do
google_state_DO-14,Maria Trinidad Sanchez,DO-14,base.do
google_state_DO-15,Monte Cristi,DO-15,base.do
google_state_DO-16,Pedernales,DO-16,base.do
google_state_DO-17,Peravia,DO-17,base.do
google_state_DO-18,Puerto Plata,DO-18,base.do
google_state_DO-19,Salcedo,DO-19,base.do
google_state_DO-20,Samana,DO-20,base.do
google_state_DO-21,Sanchez Ramirez,DO-21,base.do
google_state_DO-23,San Juan,DO-23,base.do
google_state_DO-24,San Pedro De Macoris,DO-24,base.do
google_state_DO-25,Santiago,DO-25,base.do
google_state_DO-26,Santiago Rodriguez,DO-26,base.do
google_state_DO-27,Valverde,DO-27,base.do
google_state_DO-28,El Seibo,DO-28,base.do
google_state_DO-29,Hato Mayor,DO-29,base.do
google_state_DO-30,La Vega,DO-30,base.do
google_state_DO-31,Monsenor Nouel,DO-31,base.do
google_state_DO-32,Monte Plata,DO-32,base.do
google_state_DO-33,San Cristobal,DO-33,base.do
google_state_DZ-01,Alger,DZ-01,base.dz
google_state_DZ-03,Batna,DZ-03,base.dz
google_state_DZ-04,Constantine,DZ-04,base.dz
google_state_DZ-06,Medea,DZ-06,base.dz
google_state_DZ-07,Mostaganem,DZ-07,base.dz
google_state_DZ-09,Oran,DZ-09,base.dz
google_state_DZ-10,Saida,DZ-10,base.dz
google_state_DZ-12,Setif,DZ-12,base.dz
google_state_DZ-13,Tiaret,DZ-13,base.dz
google_state_DZ-14,Tizi Ouzou,DZ-14,base.dz
google_state_DZ-15,Tlemcen,DZ-15,base.dz
google_state_DZ-18,Bejaia,DZ-18,base.dz
google_state_DZ-19,Biskra,DZ-19,base.dz
google_state_DZ-20,Blida,DZ-20,base.dz
google_state_DZ-21,Bouira,DZ-21,base.dz
google_state_DZ-22,Djelfa,DZ-22,base.dz
google_state_DZ-23,Guelma,DZ-23,base.dz
google_state_DZ-24,Jijel,DZ-24,base.dz
google_state_DZ-25,Laghouat,DZ-25,base.dz
google_state_DZ-26,Mascara,DZ-26,base.dz
google_state_DZ-27,M sila,DZ-27,base.dz
google_state_DZ-29,Oum el Bouaghi,DZ-29,base.dz
google_state_DZ-30,Sidi Bel Abbes,DZ-30,base.dz
google_state_DZ-31,Skikda,DZ-31,base.dz
google_state_DZ-33,Tebessa,DZ-33,base.dz
google_state_DZ-34,Adrar,DZ-34,base.dz
google_state_DZ-35,Ain Defla,DZ-35,base.dz
google_state_DZ-36,Ain Temouchent,DZ-36,base.dz
google_state_DZ-37,Annaba,DZ-37,base.dz
google_state_DZ-38,Bechar,DZ-38,base.dz
google_state_DZ-39,Bordj Bou Arreridj,DZ-39,base.dz
google_state_DZ-40,Boumerdes,DZ-40,base.dz
google_state_DZ-41,Chlef,DZ-41,base.dz
google_state_DZ-42,El Bayadh,DZ-42,base.dz
google_state_DZ-43,El Oued,DZ-43,base.dz
google_state_DZ-44,El Tarf,DZ-44,base.dz
google_state_DZ-45,Ghardaia,DZ-45,base.dz
google_state_DZ-46,Illizi,DZ-46,base.dz
google_state_DZ-47,Khenchela,DZ-47,base.dz
google_state_DZ-48,Mila,DZ-48,base.dz
google_state_DZ-49,Naama,DZ-49,base.dz
google_state_DZ-50,Ouargla,DZ-50,base.dz
google_state_DZ-51,Relizane,DZ-51,base.dz
google_state_DZ-52,Souk Ahras,DZ-52,base.dz
google_state_DZ-53,Tamanghasset,DZ-53,base.dz
google_state_DZ-54,Tindouf,DZ-54,base.dz
google_state_DZ-55,Tipaza,DZ-55,base.dz
google_state_DZ-56,Tissemsilt,DZ-56,base.dz
google_state_EC-01,Galapagos,EC-01,base.ec
google_state_EC-02,Azuay,EC-02,base.ec
google_state_EC-03,Bolivar,EC-03,base.ec
google_state_EC-04,Canar,EC-04,base.ec
google_state_EC-05,Carchi,EC-05,base.ec
google_state_EC-06,Chimborazo,EC-06,base.ec
google_state_EC-07,Cotopaxi,EC-07,base.ec
google_state_EC-08,El Oro,EC-08,base.ec
google_state_EC-09,Esmeraldas,EC-09,base.ec
google_state_EC-10,Guayas,EC-10,base.ec
google_state_EC-11,Imbabura,EC-11,base.ec
google_state_EC-12,Loja,EC-12,base.ec
google_state_EC-13,Los Rios,EC-13,base.ec
google_state_EC-14,Manabi,EC-14,base.ec
google_state_EC-15,Morona-Santiago,EC-15,base.ec
google_state_EC-17,Pastaza,EC-17,base.ec
google_state_EC-18,Pichincha,EC-18,base.ec
google_state_EC-19,Tungurahua,EC-19,base.ec
google_state_EC-20,Zamora-Chinchipe,EC-20,base.ec
google_state_EC-22,Sucumbios,EC-22,base.ec
google_state_EC-23,Napo,EC-23,base.ec
google_state_EC-24,Orellana,EC-24,base.ec
google_state_EE-01,Harjumaa,EE-01,base.ee
google_state_EE-02,Hiiumaa,EE-02,base.ee
google_state_EE-03,Ida-Virumaa,EE-03,base.ee
google_state_EE-04,Jarvamaa,EE-04,base.ee
google_state_EE-05,Jogevamaa,EE-05,base.ee
google_state_EE-06,Kohtla-Jarve,EE-06,base.ee
google_state_EE-07,Laanemaa,EE-07,base.ee
google_state_EE-08,Laane-Virumaa,EE-08,base.ee
google_state_EE-09,Narva,EE-09,base.ee
google_state_EE-10,Parnu,EE-10,base.ee
google_state_EE-11,Parnumaa,EE-11,base.ee
google_state_EE-12,Polvamaa,EE-12,base.ee
google_state_EE-13,Raplamaa,EE-13,base.ee
google_state_EE-14,Saaremaa,EE-14,base.ee
google_state_EE-15,Sillamae,EE-15,base.ee
google_state_EE-16,Tallinn,EE-16,base.ee
google_state_EE-17,Tartu,EE-17,base.ee
google_state_EE-18,Tartumaa,EE-18,base.ee
google_state_EE-19,Valgamaa,EE-19,base.ee
google_state_EE-20,Viljandimaa,EE-20,base.ee
google_state_EE-21,Vorumaa,EE-21,base.ee
google_state_EG-01,Ad Daqahliyah,EG-01,base.eg
google_state_EG-02,Al Bahr al Ahmar,EG-02,base.eg
google_state_EG-03,Al Buhayrah,EG-03,base.eg
google_state_EG-04,Al Fayyum,EG-04,base.eg
google_state_EG-05,Al Gharbiyah,EG-05,base.eg
google_state_EG-06,Al Iskandariyah,EG-06,base.eg
google_state_EG-07,Al Isma iliyah,EG-07,base.eg
google_state_EG-08,Al Jizah,EG-08,base.eg
google_state_EG-09,Al Minufiyah,EG-09,base.eg
google_state_EG-10,Al Minya,EG-10,base.eg
google_state_EG-11,Al Qahirah,EG-11,base.eg
google_state_EG-12,Al Qalyubiyah,EG-12,base.eg
google_state_EG-13,Al Wadi al Jadid,EG-13,base.eg
google_state_EG-14,Ash Sharqiyah,EG-14,base.eg
google_state_EG-15,As Suways,EG-15,base.eg
google_state_EG-16,Aswan,EG-16,base.eg
google_state_EG-17,Asyut,EG-17,base.eg
google_state_EG-18,Bani Suwayf,EG-18,base.eg
google_state_EG-19,Bur Sa id,EG-19,base.eg
google_state_EG-20,Dumyat,EG-20,base.eg
google_state_EG-21,Kafr ash Shaykh,EG-21,base.eg
google_state_EG-22,Matruh,EG-22,base.eg
google_state_EG-23,Qina,EG-23,base.eg
google_state_EG-24,Suhaj,EG-24,base.eg
google_state_EG-26,Janub Sina ,EG-26,base.eg
google_state_EG-27,Shamal Sina,EG-27,base.eg
google_state_ES-07,Islas Baleares,ES-07,base.es
google_state_ES-27,La Rioja,ES-27,base.es
google_state_ES-29,Madrid,ES-29,base.es
google_state_ES-31,Murcia,ES-31,base.es
google_state_ES-32,Navarra,ES-32,base.es
google_state_ES-34,Asturias,ES-34,base.es
google_state_ES-39,Cantabria,ES-39,base.es
google_state_ES-51,Andalucia,ES-51,base.es
google_state_ES-52,Aragon,ES-52,base.es
google_state_ES-53,Canarias,ES-53,base.es
google_state_ES-54,Castilla-La Mancha,ES-54,base.es
google_state_ES-55,Castilla y Leon,ES-55,base.es
google_state_ES-56,Catalonia,ES-56,base.es
google_state_ES-57,Extremadura,ES-57,base.es
google_state_ES-58,Galicia,ES-58,base.es
google_state_ES-59,Pais Vasco,ES-59,base.es
google_state_ES-60,Comunidad Valenciana,ES-60,base.es
google_state_ET-02,Amhara,ET-02,base.et
google_state_ET-07,Somali,ET-07,base.et
google_state_ET-08,Gambella,ET-08,base.et
google_state_ET-10,Addis Abeba,ET-10,base.et
google_state_ET-11,Southern,ET-11,base.et
google_state_ET-12,Tigray,ET-12,base.et
google_state_ET-13,Benishangul,ET-13,base.et
google_state_ET-14,Afar,ET-14,base.et
google_state_ET-44,Adis Abeba,ET-44,base.et
google_state_ET-46,Amara,ET-46,base.et
google_state_ET-47,Binshangul Gumuz,ET-47,base.et
google_state_ET-48,Dire Dawa,ET-48,base.et
google_state_ET-49,Gambela Hizboch,ET-49,base.et
google_state_ET-50,Hareri Hizb,ET-50,base.et
google_state_ET-51,Oromiya,ET-51,base.et
google_state_ET-52,Sumale,ET-52,base.et
google_state_ET-54,YeDebub Biheroch Bihereseboch na Hizboch,ET-54,base.et
google_state_FI-06,Lapland,FI-06,base.fi
google_state_FI-08,Oulu,FI-08,base.fi
google_state_FI-13,Southern Finland,FI-13,base.fi
google_state_FI-14,Eastern Finland,FI-14,base.fi
google_state_FI-15,Western Finland,FI-15,base.fi
google_state_FJ-01,Central,FJ-01,base.fj
google_state_FJ-02,Eastern,FJ-02,base.fj
google_state_FJ-03,Northern,FJ-03,base.fj
google_state_FJ-04,Rotuma,FJ-04,base.fj
google_state_FJ-05,Western,FJ-05,base.fj
google_state_FM-01,Kosrae,FM-01,base.fm
google_state_FM-02,Pohnpei,FM-02,base.fm
google_state_FM-03,Chuuk,FM-03,base.fm
google_state_FM-04,Yap,FM-04,base.fm
google_state_FR-97,Aquitaine,FR-97,base.fr
google_state_FR-98,Auvergne,FR-98,base.fr
google_state_FR-99,Basse-Normandie,FR-99,base.fr
google_state_FR-A1,Bourgogne,FR-A1,base.fr
google_state_FR-A2,Bretagne,FR-A2,base.fr
google_state_FR-A3,Centre,FR-A3,base.fr
google_state_FR-A4,Champagne-Ardenne,FR-A4,base.fr
google_state_FR-A5,Corse,FR-A5,base.fr
google_state_FR-A6,Franche-Comte,FR-A6,base.fr
google_state_FR-A7,Haute-Normandie,FR-A7,base.fr
google_state_FR-A8,Ile-de-France,FR-A8,base.fr
google_state_FR-A9,Languedoc-Roussillon,FR-A9,base.fr
google_state_FR-B1,Limousin,FR-B1,base.fr
google_state_FR-B2,Lorraine,FR-B2,base.fr
google_state_FR-B3,Midi-Pyrenees,FR-B3,base.fr
google_state_FR-B4,Nord-Pas-de-Calais,FR-B4,base.fr
google_state_FR-B5,Pays de la Loire,FR-B5,base.fr
google_state_FR-B6,Picardie,FR-B6,base.fr
google_state_FR-B7,Poitou-Charentes,FR-B7,base.fr
google_state_FR-B8,Provence-Alpes-Cote d Azur,FR-B8,base.fr
google_state_FR-B9,Rhone-Alpes,FR-B9,base.fr
google_state_FR-C1,Alsace,FR-C1,base.fr
google_state_GA-01,Estuaire,GA-01,base.ga
google_state_GA-02,Haut-Ogooue,GA-02,base.ga
google_state_GA-03,Moyen-Ogooue,GA-03,base.ga
google_state_GA-04,Ngounie,GA-04,base.ga
google_state_GA-05,Nyanga,GA-05,base.ga
google_state_GA-06,Ogooue-Ivindo,GA-06,base.ga
google_state_GA-07,Ogooue-Lolo,GA-07,base.ga
google_state_GA-08,Ogooue-Maritime,GA-08,base.ga
google_state_GA-09,Woleu-Ntem,GA-09,base.ga
google_state_GB-01,Avon,GB-01,base.uk
google_state_GB-03,Berkshire,GB-03,base.uk
google_state_GB-07,Cleveland,GB-07,base.uk
google_state_GB-17,Greater London,GB-17,base.uk
google_state_GB-18,Greater Manchester,GB-18,base.uk
google_state_GB-20,Hereford and Worcester,GB-20,base.uk
google_state_GB-22,Humberside,GB-22,base.uk
google_state_GB-28,Merseyside,GB-28,base.uk
google_state_GB-37,South Yorkshire,GB-37,base.uk
google_state_GB-41,Tyne and Wear,GB-41,base.uk
google_state_GB-43,West Midlands,GB-43,base.uk
google_state_GB-45,West Yorkshire,GB-45,base.uk
google_state_GB-79,Central,GB-79,base.uk
google_state_GB-82,Grampian,GB-82,base.uk
google_state_GB-84,Lothian,GB-84,base.uk
google_state_GB-87,Strathclyde,GB-87,base.uk
google_state_GB-88,Tayside,GB-88,base.uk
google_state_GB-90,Clwyd,GB-90,base.uk
google_state_GB-91,Dyfed,GB-91,base.uk
google_state_GB-92,Gwent,GB-92,base.uk
google_state_GB-94,Mid Glamorgan,GB-94,base.uk
google_state_GB-96,South Glamorgan,GB-96,base.uk
google_state_GB-97,West Glamorgan,GB-97,base.uk
google_state_GB-A1,Barking and Dagenham,GB-A1,base.uk
google_state_GB-A2,Barnet,GB-A2,base.uk
google_state_GB-A3,Barnsley,GB-A3,base.uk
google_state_GB-A4,Bath and North East Somerset,GB-A4,base.uk
google_state_GB-A5,Bedfordshire,GB-A5,base.uk
google_state_GB-A6,Bexley,GB-A6,base.uk
google_state_GB-A7,Birmingham,GB-A7,base.uk
google_state_GB-A8,Blackburn with Darwen,GB-A8,base.uk
google_state_GB-A9,Blackpool,GB-A9,base.uk
google_state_GB-B1,Bolton,GB-B1,base.uk
google_state_GB-B2,Bournemouth,GB-B2,base.uk
google_state_GB-B3,Bracknell Forest,GB-B3,base.uk
google_state_GB-B4,Bradford,GB-B4,base.uk
google_state_GB-B5,Brent,GB-B5,base.uk
google_state_GB-B6,Brighton and Hove,GB-B6,base.uk
google_state_GB-B7,"Bristol, City of",GB-B7,base.uk
google_state_GB-B8,Bromley,GB-B8,base.uk
google_state_GB-B9,Buckinghamshire,GB-B9,base.uk
google_state_GB-C1,Bury,GB-C1,base.uk
google_state_GB-C2,Calderdale,GB-C2,base.uk
google_state_GB-C3,Cambridgeshire,GB-C3,base.uk
google_state_GB-C4,Camden,GB-C4,base.uk
google_state_GB-C5,Cheshire,GB-C5,base.uk
google_state_GB-C6,Cornwall,GB-C6,base.uk
google_state_GB-C7,Coventry,GB-C7,base.uk
google_state_GB-C8,Croydon,GB-C8,base.uk
google_state_GB-C9,Cumbria,GB-C9,base.uk
google_state_GB-D1,Darlington,GB-D1,base.uk
google_state_GB-D2,Derby,GB-D2,base.uk
google_state_GB-D3,Derbyshire,GB-D3,base.uk
google_state_GB-D4,Devon,GB-D4,base.uk
google_state_GB-D5,Doncaster,GB-D5,base.uk
google_state_GB-D6,Dorset,GB-D6,base.uk
google_state_GB-D7,Dudley,GB-D7,base.uk
google_state_GB-D8,Durham,GB-D8,base.uk
google_state_GB-D9,Ealing,GB-D9,base.uk
google_state_GB-E1,East Riding of Yorkshire,GB-E1,base.uk
google_state_GB-E2,East Sussex,GB-E2,base.uk
google_state_GB-E3,Enfield,GB-E3,base.uk
google_state_GB-E4,Essex,GB-E4,base.uk
google_state_GB-E5,Gateshead,GB-E5,base.uk
google_state_GB-E6,Gloucestershire,GB-E6,base.uk
google_state_GB-E7,Greenwich,GB-E7,base.uk
google_state_GB-E8,Hackney,GB-E8,base.uk
google_state_GB-E9,Halton,GB-E9,base.uk
google_state_GB-F1,Hammersmith and Fulham,GB-F1,base.uk
google_state_GB-F2,Hampshire,GB-F2,base.uk
google_state_GB-F3,Haringey,GB-F3,base.uk
google_state_GB-F4,Harrow,GB-F4,base.uk
google_state_GB-F5,Hartlepool,GB-F5,base.uk
google_state_GB-F6,Havering,GB-F6,base.uk
google_state_GB-F7,Herefordshire,GB-F7,base.uk
google_state_GB-F8,Hertford,GB-F8,base.uk
google_state_GB-F9,Hillingdon,GB-F9,base.uk
google_state_GB-G1,Hounslow,GB-G1,base.uk
google_state_GB-G2,Isle of Wight,GB-G2,base.uk
google_state_GB-G3,Islington,GB-G3,base.uk
google_state_GB-G4,Kensington and Chelsea,GB-G4,base.uk
google_state_GB-G5,Kent,GB-G5,base.uk
google_state_GB-G6,"Kingston upon Hull, City of",GB-G6,base.uk
google_state_GB-G7,Kingston upon Thames,GB-G7,base.uk
google_state_GB-G8,Kirklees,GB-G8,base.uk
google_state_GB-G9,Knowsley,GB-G9,base.uk
google_state_GB-H1,Lambeth,GB-H1,base.uk
google_state_GB-H2,Lancashire,GB-H2,base.uk
google_state_GB-H3,Leeds,GB-H3,base.uk
google_state_GB-H4,Leicester,GB-H4,base.uk
google_state_GB-H5,Leicestershire,GB-H5,base.uk
google_state_GB-H6,Lewisham,GB-H6,base.uk
google_state_GB-H7,Lincolnshire,GB-H7,base.uk
google_state_GB-H8,Liverpool,GB-H8,base.uk
google_state_GB-H9,"London, City of",GB-H9,base.uk
google_state_GB-I1,Luton,GB-I1,base.uk
google_state_GB-I2,Manchester,GB-I2,base.uk
google_state_GB-I3,Medway,GB-I3,base.uk
google_state_GB-I4,Merton,GB-I4,base.uk
google_state_GB-I5,Middlesbrough,GB-I5,base.uk
google_state_GB-I6,Milton Keynes,GB-I6,base.uk
google_state_GB-I7,Newcastle upon Tyne,GB-I7,base.uk
google_state_GB-I8,Newham,GB-I8,base.uk
google_state_GB-I9,Norfolk,GB-I9,base.uk
google_state_GB-J1,Northamptonshire,GB-J1,base.uk
google_state_GB-J2,North East Lincolnshire,GB-J2,base.uk
google_state_GB-J3,North Lincolnshire,GB-J3,base.uk
google_state_GB-J4,North Somerset,GB-J4,base.uk
google_state_GB-J5,North Tyneside,GB-J5,base.uk
google_state_GB-J6,Northumberland,GB-J6,base.uk
google_state_GB-J7,North Yorkshire,GB-J7,base.uk
google_state_GB-J8,Nottingham,GB-J8,base.uk
google_state_GB-J9,Nottinghamshire,GB-J9,base.uk
google_state_GB-K1,Oldham,GB-K1,base.uk
google_state_GB-K2,Oxfordshire,GB-K2,base.uk
google_state_GB-K3,Peterborough,GB-K3,base.uk
google_state_GB-K4,Plymouth,GB-K4,base.uk
google_state_GB-K5,Poole,GB-K5,base.uk
google_state_GB-K6,Portsmouth,GB-K6,base.uk
google_state_GB-K7,Reading,GB-K7,base.uk
google_state_GB-K8,Redbridge,GB-K8,base.uk
google_state_GB-K9,Redcar and Cleveland,GB-K9,base.uk
google_state_GB-L1,Richmond upon Thames,GB-L1,base.uk
google_state_GB-L2,Rochdale,GB-L2,base.uk
google_state_GB-L3,Rotherham,GB-L3,base.uk
google_state_GB-L4,Rutland,GB-L4,base.uk
google_state_GB-L5,Salford,GB-L5,base.uk
google_state_GB-L6,Shropshire,GB-L6,base.uk
google_state_GB-L7,Sandwell,GB-L7,base.uk
google_state_GB-L8,Sefton,GB-L8,base.uk
google_state_GB-L9,Sheffield,GB-L9,base.uk
google_state_GB-M1,Slough,GB-M1,base.uk
google_state_GB-M2,Solihull,GB-M2,base.uk
google_state_GB-M3,Somerset,GB-M3,base.uk
google_state_GB-M4,Southampton,GB-M4,base.uk
google_state_GB-M5,Southend-on-Sea,GB-M5,base.uk
google_state_GB-M6,South Gloucestershire,GB-M6,base.uk
google_state_GB-M7,South Tyneside,GB-M7,base.uk
google_state_GB-M8,Southwark,GB-M8,base.uk
google_state_GB-M9,Staffordshire,GB-M9,base.uk
google_state_GB-N1,St. Helens,GB-N1,base.uk
google_state_GB-N2,Stockport,GB-N2,base.uk
google_state_GB-N3,Stockton-on-Tees,GB-N3,base.uk
google_state_GB-N4,Stoke-on-Trent,GB-N4,base.uk
google_state_GB-N5,Suffolk,GB-N5,base.uk
google_state_GB-N6,Sunderland,GB-N6,base.uk
google_state_GB-N7,Surrey,GB-N7,base.uk
google_state_GB-N8,Sutton,GB-N8,base.uk
google_state_GB-N9,Swindon,GB-N9,base.uk
google_state_GB-O1,Tameside,GB-O1,base.uk
google_state_GB-O2,Telford and Wrekin,GB-O2,base.uk
google_state_GB-O3,Thurrock,GB-O3,base.uk
google_state_GB-O4,Torbay,GB-O4,base.uk
google_state_GB-O5,Tower Hamlets,GB-O5,base.uk
google_state_GB-O6,Trafford,GB-O6,base.uk
google_state_GB-O7,Wakefield,GB-O7,base.uk
google_state_GB-O8,Walsall,GB-O8,base.uk
google_state_GB-O9,Waltham Forest,GB-O9,base.uk
google_state_GB-P1,Wandsworth,GB-P1,base.uk
google_state_GB-P2,Warrington,GB-P2,base.uk
google_state_GB-P3,Warwickshire,GB-P3,base.uk
google_state_GB-P4,West Berkshire,GB-P4,base.uk
google_state_GB-P5,Westminster,GB-P5,base.uk
google_state_GB-P6,West Sussex,GB-P6,base.uk
google_state_GB-P7,Wigan,GB-P7,base.uk
google_state_GB-P8,Wiltshire,GB-P8,base.uk
google_state_GB-P9,Windsor and Maidenhead,GB-P9,base.uk
google_state_GB-Q1,Wirral,GB-Q1,base.uk
google_state_GB-Q2,Wokingham,GB-Q2,base.uk
google_state_GB-Q3,Wolverhampton,GB-Q3,base.uk
google_state_GB-Q4,Worcestershire,GB-Q4,base.uk
google_state_GB-Q5,York,GB-Q5,base.uk
google_state_GB-Q6,Antrim,GB-Q6,base.uk
google_state_GB-Q7,Ards,GB-Q7,base.uk
google_state_GB-Q8,Armagh,GB-Q8,base.uk
google_state_GB-Q9,Ballymena,GB-Q9,base.uk
google_state_GB-R1,Ballymoney,GB-R1,base.uk
google_state_GB-R2,Banbridge,GB-R2,base.uk
google_state_GB-R3,Belfast,GB-R3,base.uk
google_state_GB-R4,Carrickfergus,GB-R4,base.uk
google_state_GB-R5,Castlereagh,GB-R5,base.uk
google_state_GB-R6,Coleraine,GB-R6,base.uk
google_state_GB-R7,Cookstown,GB-R7,base.uk
