id,name,code,category_id/id,provider_id/id,provider_type_id/id,image_url,is_pre_booking,is_post_booking_booked,is_post_booking_issued,is_economy,is_premium_economy,is_business,is_first_class
tt_ssr_list_id_254,Chef Hong Thaimee's INSPI(RED) Burger,RETX,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_255,Signature Combo (For 3 persons - Save up to 37%),SSPQ,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_256,Signature Combo (For 3 persons - Save up to 37%),SSQZ,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_257,Signature Combo (For 3 persons - Save up to 37%),SSXJ,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_258,Signature Combo (3 Meals + 3 Snacks + 3 Beverages),STAI,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_259,Signature Combo (3 Meals + 3 Snacks + 3 Beverages),STAK,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_260,Vegetable Rice Bowl,VLCM,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,1,1,1
tt_ssr_list_id_261,Vegetable Rice Bowl,VLCT,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_262,Vegetable Rice Bowl,VVCM,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_263,Rice with Beef in Black Sauce,BBHC,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_264,ML Noi’s basil fried chicken on rice,BCCT,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_265,Hyderabadi Biryani with Kofta in Tomato Curry,HKCQ,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_266,Airport Baggage Purchase,AB15,,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_267,Post Baggage 10kg,PBLO,tt_ssr_category_baggage,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,0,1,1,1,1,1,1
tt_ssr_list_id_268,Thai Basil Chicken with Rice,TBCX,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_269,Thai Basil Chicken with Rice,TBMC,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,1,1,1
tt_ssr_list_id_270,Thai Basil Chicken with Rice,TBMX,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,1,0,1,1
tt_ssr_list_id_271,Thai Basil Chicken with Rice,TBPM,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_272,Thai Basil Chicken with Rice,TBPQ,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_273,Thai Basil Chicken with Rice,TBQM,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_274,Thai Basil Chicken with Rice,TBQZ,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_275,Thai Basil Chicken with Rice,TBTX,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_276,Thai Basil Chicken with Rice,TCMC,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_277,Tea,TEAI,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_278,Thai Green Curry with Rice,GCCT,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_279,Chef Hong's Korean Sweet and Spicy Chicken (Dakgangjeong),DJMC,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_280,Chef Hong's Korean Sweet and Spicy Chicken (Dakgangjeong),DJMX,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_281,Chef Hong's Korean Sweet and Spicy Chicken (Dakgangjeong),DJTX,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_282,Nameshi Dengaku (V),DNCJ,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_283,Tuna and Dill Pasta Salad,DPCB,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_284,Tuna and Dill Pasta Salad,DPCM,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_285,Tuna and Dill Pasta Salad,DPCX,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_286,Tuna and Dill Pasta Salad,DPMC,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_287,Nasi Padang with Prawn Crackers,NNCB,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_288,Nasi Padang with Prawn Crackers,NNCM,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_289,Chicken Teriyaki with Rice,CTCM,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,1,1,1
tt_ssr_list_id_290,Asian Chicken Stir Fry + 250 mL Water,CTGS,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_291,Chicken Teriyaki with Mushroom Sauce,CTHC,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_292,Yakitori Donburi : Japanese Grilled Chicken,CRHC,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_293,Uncle Chin's Chicken Rice,CRMC,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_294,Chicken Chettinad,CCCM,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_295,Airport Baggage Purchase 1 Piece up to 20kg each,APPB,,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_296,Kung Pao Chicken with Rice,KCCM,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_297,Kung Pao Chicken with Rice,KCCT,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_298,Kung Pao Chicken with Rice,KCMC,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_299,Kishibonara (Nagoya Taste Carbonara with Kishimen),KSCJ,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_300,Chicken Meatballs and Mushroom Stew with Roasted Vegetables,MECB,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_301,Nasi Bakar Ikan Teri Kemangi + Kurma Muffin,NBCQ,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_302,Nasi Bakar Ikan Teri Kemangi + Kurma Muffin,NBQZ,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_303,Pak Nasser's Nasi Lemak,NLMC,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_304,Miso Grilled Chicken with Rice,MGMC,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_305,Young Passenger Travelling Alone (YPTA),YPTA,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_306,Gourmet Croissant Sandwich,GSCM,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_307,Gourmet Croissant Sandwich,GSCX,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_308,Hyderabadi Biryani with Kofta in Tomato Curry,HKQZ,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_309,Ayam Percik with Nasi Hujan Panas and Acar Rampai + Kurma Muffin,HPCB,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_310,Ayam Percik with Nasi Hujan Panas and Acar Rampai + Kurma Muffin,HPCM,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_311,Ayam Percik with Nasi Hujan Panas and Acar Rampai + Kurma Muffin,HPMC,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_312,Ayam Percik with Nasi Hujan Panas and Acar Rampai + Kurma Muffin,HPMX,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_313,Vegetable Curry with Biryani Rice,VBHC,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_314,Vietnamese Chicken Wrap,WCMC,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_315,Yangzhou Fried Rice with Omelette,YCCM,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_316,Yakitori Donburi : Japanese Grilled Chicken,YDHC,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_317,1kg Black Forest,BFBC,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_318,Ashok's Butter Masala Chicken Biryani,BMMC,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_319,Boba Thai Milk Tea-expired,BOCB,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_320,Boba Thai Milk Tea,BOFD,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_321,Uncle Chin's Chicken Rice,CRCM,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,1,1,1
tt_ssr_list_id_322,Uncle Chin's Chicken Rice,CRCX,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_323,Superior Fried Rice with Chicken Satay,FRMC,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_324,Superior Fried Rice with Chicken Satay,FRMX,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_325,Fried Tofu with Vegetables,FTHC,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_326,Japanese Bento,JBHC,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_327,Cheese Omelette with Chicken Sausage,COMC,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_328,Mapo Tofu with Rice,MACM,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_329,Mutton Biryani + 350ml Mineral Water,MBAX,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_330,Roasted Chicken with Sundried Tomato Sandwich,RKCB,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_331,Chicken Satay with Peanut Sauce,RMCB,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_332,Roasted Chicken with Black Pepper Sauce,ROMX,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_333,Vegetable Stew with Rice Pilaf (V),RPCB,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_334,Roti Canai With Chicken Curry,RTCB,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_335,Red Velvet Cake,RVBC,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_336,Roasted Vegetable Wrap,RWCB,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_337,Scallop Congee with Youtiao,SGCB,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_338,South Indian Delight + Juice,SIAI,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_339,Sweet and Sour Lychee Chicken with Rice,SLCB,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_340,100kg-Staff Relocation/new hire,SREL,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_341,Thai  Green Curry with Rice,THCB,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_342,Paneer Tikka Pie Samosa Chole,TKCB,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_343,Thai Tea Lamington Set,TLCB,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_344,Fried Tofu with Vegetables,TOHL,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_345,Spicy Chicken Fried Rice with Thai Omelette,TOMJ,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_346,QZ Nasi Lemak at Counter,NKQZ,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_347,Pak Nasser's Nasi Lemak + Mineral Water,NLAA,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_348,Pak Nasser's Nasi Lemak (Pre-booked at Counter),NLAK,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_349,Pak Nasser's Nasi Lemak + 350ml Mineral Water,NLAX,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_350,Nasi Padang + Mineral Water,NPIA,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_351,Neapolitan Macaroni and Cheese,NRCB,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_352,Pasta Arrabiata,PACB,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_353,Pasta Marinara,PAHL,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_354,Car Rental,PBCR,,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_355,Prebook duty free - AG Payment,PBDF,,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_356,Cheese Omellete Lyonnaise potato & Chicken Tikka 1 HOUR,PCIC,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_357,Pumpkin Kootu and Vegetable Jalfrezi with Jeera Rice,PJMX,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_358,Pumpkin Kootu and Vegetable Jalfrezi with Jeera Rice,PKCB,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_359,Vegetarian Chicken with Pumpkin Rice,PKMX,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_360,Promo Meal Discount,PRMM,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_361,Promo Sport Equipment Discount,PRMP,,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_362,Promo Red Carpet Discount,PRMR,,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_363,Promo Seat Discount,PRMS,,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_364,Roasted Chicken with Black Pepper Sauce,PRTX,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,1,0,1,1
tt_ssr_list_id_365,South Indian delight (Mini Idli in SambharMini Mysore DosaAndh,PSIC,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_366,BVLGARI Mon Jasmin Noir Travel Spray Set 15ml + 50ml,BSDF,,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_367,1.9 Million Combo (Comes with Chicken Teriyaki + Max Your Meal),BTMX,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_368,Golden Bird Bali (Zone 5),ASD5,,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_369,Golden Bird Bali (Zone 6),ASD6,,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_370,Thai Green Curry with Rice,ASDI,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_371,Sandwiches + Water + Kit Kat + Peanut,ASGB,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_372,Golden Fried Chicken Wing Donburi,GCWJ,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_373,Thai Green Curry Chicken,GCXJ,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_374,Chicken Tikka Masala with Garlic Naan,GNCB,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_375,Chicken Tikka Masala with Garlic Naan,GNMX,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_376,Masala Omelette with Chicken Nuggets and Potato + Juice,MOAI,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_377,Braised Vegetables and Mushroom Rice Bowl + Mineral Water,TFAA,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_378,Braised Vegetables and Mushroom Rice Bowl + 350ml Mineral Water,TFAX,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_379,Kamameshi : Grilled Salmon on Rice,KGHL,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_380,Vegetable Lasagne (V),LGCB,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_381,Lil' Star Combo: Mini Pizza + Snacks,LICB,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
tt_ssr_list_id_382,Lil' Star Combo: Mini Pizza + Snacks,LLCB,tt_ssr_category_meal,tt_reservation_airline.tt_provider_airline_airasia,tt_reservation_airline.tt_provider_type_airline,,1,1,1,0,0,0,0
