"id","name","type","is_international_flight","city","country_id/id","code","icao","latitude","longitude","altitude","timezone_hour","daylight_saving_times","tz"
"tt_airport_2129","Abu Dhabi Intl","airport","TRUE","Abu Dhabi","base.ae","AUH","OMAA",24.432972,54.651138,88,4,"U","Asia/Dubai"
"tt_airport_2130","Bateen","airport","TRUE","Abu Dhabi","base.ae","AZI","OMAD",24.428333,54.458084,16,4,"U","Asia/Dubai"
"tt_airport_2131","Al Hamra Aux","airport","TRUE","Al Hamra","base.ae",,"OMAH",24.073981,52.463644,50,4,"U","Asia/Dubai"
"tt_airport_2132","Jebel Dhana","airport","TRUE","Jebel Dhana","base.ae",,"OMAJ",24.187428,52.614,43,4,"U","Asia/Dubai"
"tt_airport_2134","Al Dhafra","airport","TRUE","Abu Dhabi","base.ae",,"OMAM",24.248249,54.547722,77,4,"U","Asia/Dubai"
"tt_airport_2135","Arzanah","airport","TRUE","Arzana","base.ae",,"OMAR",24.780528,52.559944,15,4,"U","Asia/Dubai"
"tt_airport_2136","Das Island","airport","TRUE","Das Island","base.ae",,"OMAS",25.146219,52.873711,12,4,"U","Asia/Dubai"
"tt_airport_2137","Zirku","airport","TRUE","Zirku","base.ae",,"OMAZ",24.861542,53.077833,14,4,"U","Asia/Dubai"
"tt_airport_2138","Dubai Intl","airport","TRUE","Dubai","base.ae","DXB","OMDB",25.252778,55.364444,62,4,"U","Asia/Dubai"
"tt_airport_2139","Fujairah Intl","airport","TRUE","Fujeirah","base.ae","FJR","OMFJ",25.112225,56.323964,152,4,"U","Asia/Dubai"
"tt_airport_2140","Ras Al Khaimah Intl","airport","TRUE","Ras Al Khaimah","base.ae","RKT","OMRK",25.613483,55.938817,102,4,"U","Asia/Dubai"
"tt_airport_2141","Sharjah Intl","airport","TRUE","Sharjah","base.ae","SHJ","OMSJ",25.328575,55.51715,111,4,"U","Asia/Dubai"
"tt_airport_4386","Al Ain International Airport","airport","TRUE","Al Ain","base.ae","AAN","OMAL",24.261667,55.609167,869,4,"U","Asia/Dubai"
"tt_airport_6311","Jebel Ali Seaplane Base","airport","TRUE","Jebel Ali Golf Resort","base.ae",,,24.988951,55.023624,0,4,"U","Asia/Dubai"
"tt_airport_6429","Minhad HB","airport","TRUE","Minhad AB","base.ae","NHD","OMDM",25.02694,55.36611,165,4,"U","Asia/Dubai"
"tt_airport_6650","Dubai Al Maktoum","airport","TRUE","Dubai","base.ae","DWC","OMDW",24.55056,55.103174,170,4,"U","Asia/Dubai"
"tt_airport_7432","Dubai Cruise Terminal","airport","TRUE","Dubai","base.ae",,,25.274193,55.28311,0,4,"U","Asia/Dubai"
"tt_airport_7528","Sir Bani Yas Island","airport","TRUE","Sir Bani Yas Island","base.ae","XSB",,24.2856083,52.5783472,5,4,"U","Asia/Dubai"
"tt_airport_7529","Dalma Airport","airport","TRUE","Dalma Island","base.ae","ZDY",,24.5033833,52.3360528,8,4,"U","Asia/Dubai"
"tt_airport_2008","Herat","airport","TRUE","Herat","base.af","HEA","OAHR",34.210017,62.2283,3206,4.5,"U","Asia/Kabul"
"tt_airport_2009","Jalalabad","airport","TRUE","Jalalabad","base.af","JAA","OAJL",34.399842,70.498625,1814,4.5,"U","Asia/Kabul"
"tt_airport_2010","Kabul Intl","airport","TRUE","Kabul","base.af","KBL","OAKB",34.565853,69.212328,5877,4.5,"U","Asia/Kabul"
"tt_airport_2011","Kandahar","airport","TRUE","Kandahar","base.af","KDH","OAKN",31.505756,65.847822,3337,4.5,"U","Asia/Kabul"
"tt_airport_2012","Maimana","airport","TRUE","Maimama","base.af","MMZ","OAMN",35.930789,64.760917,2743,4.5,"U","Asia/Kabul"
"tt_airport_2013","Mazar I Sharif","airport","TRUE","Mazar-i-sharif","base.af","MZR","OAMS",36.706914,67.209678,1284,4.5,"U","Asia/Kabul"
"tt_airport_2014","Shindand","airport","TRUE","Shindand","base.af",,"OASD",33.391331,62.260975,3773,4.5,"U","Asia/Kabul"
"tt_airport_2015","Sheberghan","airport","TRUE","Sheberghan","base.af",,"OASG",36.750783,65.913164,1053,4.5,"U","Asia/Kabul"
"tt_airport_2016","Konduz","airport","TRUE","Kunduz","base.af","UND","OAUZ",36.665111,68.910833,1457,4.5,"U","Asia/Kabul"
"tt_airport_4401","Faizabad Airport","airport","TRUE","Faizabad","base.af","FBD","OAFZ",37.1211,70.5181,3872,4.5,"U","Asia/Kabul"
"tt_airport_5612","Bagram AFB","airport","TRUE","Kabul","base.af","BPM","OAIX",34.5646,69.1554,4895,4.5,"U","Asia/Kabul"
"tt_airport_6075","Tarin Kowt Airport","airport","TRUE","Tarin Kowt","base.af","TII","OATN",32.605278,65.864167,3500,4.5,"U","Asia/Kabul"
"tt_airport_6076","Zaranj Airport","airport","TRUE","Zaranj","base.af","ZAJ","OAZJ",30.969167,61.866944,1581,4.5,"U","Asia/Kabul"
"tt_airport_6077","Chaghcharan Airport","airport","TRUE","Chaghcharan","base.af","CCN","OACC",34.526667,65.271667,7383,4.5,"U","Asia/Kabul"
"tt_airport_6443","Camp Bastion ","airport","TRUE","Camp Bastion","base.af",,"OAZI",31.865556,64.195278,2808,4.5,"N","Asia/Kabul"
"tt_airport_6701","FOB Salerno","airport","TRUE","Khost","base.af","KHT","OAKS",33.3334,69.952,3756,4.5,"N","Asia/Kabul"
"tt_airport_6718","FOB Sharana","airport","TRUE","Sharan","base.af",,,33.12777215,68.8369847,7400,4.5,"N","Asia/Kabul"
"tt_airport_6719","Sharona","airport","TRUE","Sharona","base.af","AZ3","OASA",33.1277215,68.8369847,7400,4.5,"N","Asia/Kabul"
"tt_airport_6839","FOB Shank","airport","TRUE","Shank","base.af",,"OASH",33.921369,69.07813,6614,4.5,"N","Asia/Kabul"
"tt_airport_7342","Bost Airport","airport","TRUE","Lashkar Gah","base.af","BST","OABT",31.558889,64.364167,2464,4.5,"U","Asia/Kabul"
"tt_airport_7394","Bamyan Airport","airport","TRUE","Bamyan","base.af","BIN","OABN",34.816667,67.816667,2550,4.5,"N","Asia/Kabul"
"tt_airport_2801","V C Bird Intl","airport","TRUE","Antigua","base.ag","ANU","TAPA",17.136749,-61.792667,62,-4,"U","America/Antigua"
"tt_airport_4287","Codrington Airport","airport","TRUE","Codrington","base.ag","BBQ","TAPH",17.6358,-61.8286,15,-4,"U","America/Antigua"
"tt_airport_2826","Wallblake","airport","TRUE","The Valley","base.ai","AXA","TQPF",18.204834,-63.055084,127,-4,"U","America/Anguilla"
"tt_airport_1169","Tirana Rinas","airport","TRUE","Tirana","base.al","TIA","LATI",41.414742,19.720561,126,1,"E","Europe/Tirane"
"tt_airport_3857","Erebuni","airport","TRUE","Yerevan","base.am",,"UDYE",40.122114,44.464992,2948,4,"E","Asia/Yerevan"
"tt_airport_3858","Stepanavan","airport","TRUE","Stepanavan","base.am",,"UDLS",41.04845,44.337172,4836,4,"E","Asia/Yerevan"
"tt_airport_3859","Zvartnots","airport","TRUE","Yerevan","base.am","EVN","UDYZ",40.147275,44.395881,2838,4,"E","Asia/Yerevan"
"tt_airport_3860","Gyumri","airport","TRUE","Gyumri","base.am","LWN","UDSG",40.750369,43.859342,5000,4,"E","Asia/Yerevan"
"tt_airport_2822","Flamingo","airport","TRUE","Kralendijk","base.an","BON","TNCB",12.131044,-68.268511,20,-4,"U","America/Curacao"
"tt_airport_2823","Hato","airport","TRUE","Willemstad","base.an","CUR","TNCC",12.188853,-68.959803,29,-4,"U","America/Curacao"
"tt_airport_2824","F D Roosevelt","airport","TRUE","Oranjestad","base.an","EUX","TNCE",17.496492,-62.979439,129,-4,"U","America/Curacao"
"tt_airport_2825","Princess Juliana Intl","airport","TRUE","Philipsburg","base.an","SXM","TNCM",18.040953,-63.1089,14,-4,"U","America/Curacao"
"tt_airport_4138","Juancho E. Yrausquin","airport","TRUE","Saba","base.an","SAB","TNCS",17.645278,-63.220556,60,-4,"U","America/Curacao"
"tt_airport_7859","Philipsburg Port","airport","TRUE","Philipsburg","base.an",,,18.012868,-63.045242,0,-4,"N","America/Curacao"
"tt_airport_8038","Dr AC Wathey Cruise Pier","airport","TRUE","Philipsburg","base.an",,"PHBG",18.011475,-63.046401,0,-4,"N","America/Curacao"
"tt_airport_8046","Philipsburg Bus Stop","airport","TRUE","Philipsburg","base.an",,"PHSM",18.0263,-63.049759,0,-4,"N","America/Curacao"
"tt_airport_929","Mbanza Congo","airport","TRUE","M'banza-congo","base.ao","SSY","FNBC",-6.269897,14.247025,1860,1,"N","Africa/Luanda"
"tt_airport_930","Benguela","airport","TRUE","Benguela","base.ao","BUG","FNBG",-12.609025,13.403711,118,1,"N","Africa/Luanda"
"tt_airport_931","Cabinda","airport","TRUE","Cabinda","base.ao","CAB","FNCA",-5.596992,12.188353,66,1,"N","Africa/Luanda"
"tt_airport_933","Huambo","airport","TRUE","Huambo","base.ao","NOV","FNHU",-12.808878,15.760547,5587,1,"N","Africa/Luanda"
"tt_airport_934","Kuito","airport","TRUE","Kuito","base.ao","SVP","FNKU",-12.404633,16.947414,5618,1,"N","Africa/Luanda"
"tt_airport_935","Lobito","airport","TRUE","Lobito","base.ao",,"FNLB",-12.371233,13.536625,10,1,"N","Africa/Luanda"
"tt_airport_936","Luanda 4 De Fevereiro","airport","TRUE","Luanda","base.ao","LAD","FNLU",-8.858375,13.231178,243,1,"N","Africa/Luanda"
"tt_airport_937","Malanje","airport","TRUE","Malanje","base.ao","MEG","FNMA",-9.525086,16.312406,3868,1,"N","Africa/Luanda"
"tt_airport_938","Menongue","airport","TRUE","Menongue","base.ao","SPP","FNME",-14.657583,17.719833,4469,1,"N","Africa/Luanda"
"tt_airport_939","Negage","airport","TRUE","Negage","base.ao","GXG","FNNG",-7.754506,15.287728,4105,1,"N","Africa/Luanda"
"tt_airport_940","Porto Amboim","airport","TRUE","Porto Amboim","base.ao","PBN","FNPA",-10.721956,13.765528,16,1,"N","Africa/Luanda"
"tt_airport_941","Saurimo","airport","TRUE","Saurimo","base.ao","VHC","FNSA",-9.689067,20.431875,3584,1,"N","Africa/Luanda"
"tt_airport_942","Soyo","airport","TRUE","Soyo","base.ao","SZA","FNSO",-6.141086,12.371764,15,1,"N","Africa/Luanda"
"tt_airport_943","Lubango","airport","TRUE","Lubango","base.ao","SDD","FNUB",-14.924733,13.575022,5778,1,"N","Africa/Luanda"
"tt_airport_944","Luena","airport","TRUE","Luena","base.ao","LUO","FNUE",-11.768086,19.897672,4360,1,"N","Africa/Luanda"
"tt_airport_945","Uige","airport","TRUE","Uige","base.ao","UGO","FNUG",-7.603067,15.027822,2720,1,"N","Africa/Luanda"
"tt_airport_946","Xangongo","airport","TRUE","Xangongo","base.ao","XGN","FNXA",-16.755417,14.965344,3635,1,"N","Africa/Luanda"
"tt_airport_4689","Namibe Airport","airport","TRUE","Mocamedes","base.ao","MSZ","FNMO",-15.261222,12.146756,210,1,"N","Africa/Luanda"
"tt_airport_4690","Ondjiva Pereira Airport","airport","TRUE","Ondjiva","base.ao","VPE","FNGI",-17.043464,15.683822,3566,1,"N","Africa/Luanda"
"tt_airport_4691","Dundo Airport","airport","TRUE","Dundo","base.ao","DUE","FNDU",-7.40089,20.8185,2451,1,"N","Africa/Luanda"
"tt_airport_4692","Catumbela Airport","airport","TRUE","Catumbela","base.ao","CBT","FNCT",-12.4792,13.4869,0,1,"N","Africa/Luanda"
"tt_airport_5985","Nzagi Airport","airport","TRUE","Nzagi","base.ao",,"FNZG",-7.716944,21.358056,2431,1,"U","Africa/Luanda"
"tt_airport_5986","Catoca Airport","airport","TRUE","Catoca","base.ao",,,-9.433017,20.311189,500,1,"U","Africa/Luanda"
"tt_airport_5987","Lucapa Airport","airport","TRUE","Lucapa","base.ao","LBZ","FNLK",-8.443056,20.732222,500,1,"U","Africa/Luanda"
"tt_airport_5988","Kapanda Airport","airport","TRUE","Kapanda","base.ao","KNP","FNCP",-9.771944,15.456111,500,1,"U","Africa/Luanda"
"tt_airport_7152","Atlantic Ocean","airport","TRUE","FPSO Xikomba","base.ao",,"XKSO",-6.0333,11.0166,0,0,"U",
"tt_airport_1993","South Pole Station","airport","TRUE","Stephen's Island","base.aq",,"NZSP",-89.999997,0,9300,12,"U","Antarctica/South_Pole"
"tt_airport_1998","Mcmurdo Station","airport","TRUE","Weydon","base.aq",,"NZWD",-77.867358,167.056572,68,12,"N","Antarctica/South_Pole"
"tt_airport_2425","Base Marambio","airport","TRUE","Marambio Base","base.aq",,"SAWB",-64.238335,-56.630833,760,12,"U","Antarctica/South_Pole"
"tt_airport_2592","Teniente Rodolfo Marsh Martin","airport","TRUE","Isla Rey Jorge","base.aq",,"SCRM",-62.190833,-58.986667,147,12,"U","Antarctica/South_Pole"
"tt_airport_5309","South Shetland","airport","TRUE","South Shetland","base.aq",,,-68,-58,0,-4,"N",
"tt_airport_5310","South Shetland","airport","TRUE","South Shetland","base.aq",,,-63.37,-62.83,0,12,"N","Antarctica/South_Pole"
"tt_airport_6154","Wilkins Runway","airport","TRUE","Budd Coast","base.aq",,"YWKS",-66.689444,111.485833,2395,12,"U","Antarctica/South_Pole"
"tt_airport_6521","Ice Runway-McMurdo Sstation","airport","TRUE","Ross Island","base.aq",,"NZIR",-77.8477778,166.6683333,1,12,"N","Antarctica/South_Pole"
"tt_airport_6757","Antarctica","airport","TRUE","Antarctica","base.aq",,,-66,90,8000,12,"U","Antarctica/South_Pole"
"tt_airport_6758","Antarctica","airport","TRUE","Antarctica","base.aq",,,-66,90,8000,12,"N","Antarctica/South_Pole"
"tt_airport_7579","Brown Bluff Port","airport","TRUE","Brown Bluff","base.aq",,,-63.32,-56.54,0,12,"S","Antarctica/South_Pole"
"tt_airport_7580","Devil Island Port","airport","TRUE","Devil Island","base.aq",,,-63.48,-57.17,0,12,"S","Antarctica/South_Pole"
"tt_airport_7581","Gourdin Island Port","airport","TRUE","Gourdin Island","base.aq",,,-63.12,-57.18,0,12,"S","Antarctica/South_Pole"
"tt_airport_7582","Cuverville Island Port","airport","TRUE","Cuverville Island","base.aq",,,-64.41,-62.38,0,12,"S","Antarctica/South_Pole"
"tt_airport_7583","Neko Harbor","airport","TRUE","Neko Harbor","base.aq",,,-64.5,-62.33,0,12,"S","Antarctica/South_Pole"
"tt_airport_7584","Port Lockroy","airport","TRUE","Port Lockroy","base.aq",,,-64.4931,-63.294,0,12,"S","Antarctica/South_Pole"
"tt_airport_7585","Walker Bay","airport","TRUE","Walker Bay","base.aq",,,-62.38,-60.42,0,12,"S","Antarctica/South_Pole"
"tt_airport_7586","Whalers Bay","airport","TRUE","Deception Island","base.aq",,,-62.5837,-60.39,0,12,"S","Antarctica/South_Pole"
"tt_airport_7690","McMurdo Station Pegasus Field","airport","TRUE","McMurdo Station","base.aq",,"NZPG",-77.963333,166.524444,18,12,"Z","Antarctica/South_Pole"
"tt_airport_2105","Aeropuerto de Rafaela","airport","TRUE","Rafaela","base.ar","RAF",,-31.282072,-61.501594,100,-3,"N","America/Cordoba"
"tt_airport_2369","Comodoro Pierrestegui","airport","TRUE","Concordia","base.ar","COC","SAAC",-31.296944,-57.996631,112,-3,"N","America/Cordoba"
"tt_airport_2370","Gualeguaychu","airport","TRUE","Gualeguaychu","base.ar","GHU","SAAG",-33.010278,-58.613056,75,-3,"N","America/Cordoba"
"tt_airport_2371","Junin","airport","TRUE","Junin","base.ar",,"SAAJ",-34.545889,-60.930556,262,-3,"N","America/Cordoba"
"tt_airport_2372","General Urquiza","airport","TRUE","Parana","base.ar","PRA","SAAP",-31.794778,-60.480361,243,-3,"N","America/Cordoba"
"tt_airport_2373","Rosario","airport","TRUE","Rosario","base.ar","ROS","SAAR",-32.903611,-60.785,85,-3,"N","America/Cordoba"
"tt_airport_2374","Sauce Viejo","airport","TRUE","Santa Fe","base.ar","SFN","SAAV",-31.711666,-60.811668,56,-3,"N","America/Cordoba"
"tt_airport_2375","Aeroparque Jorge Newbery","airport","TRUE","Buenos Aires","base.ar","AEP","SABE",-34.559175,-58.415606,18,-3,"N","America/Cordoba"
"tt_airport_2376","Ambrosio L V Taravella","airport","TRUE","Cordoba","base.ar","COR","SACO",-31.323619,-64.207953,1604,-3,"N","America/Cordoba"
"tt_airport_2377","Chamical","airport","TRUE","Gobernador Gordillo","base.ar",,"SACT",-30.345278,-66.29361,1503,-3,"N","America/Cordoba"
"tt_airport_2378","San Fernando","airport","TRUE","San Fernando","base.ar",,"SADF",-34.453189,-58.589644,10,-3,"N","America/Cordoba"
"tt_airport_2379","Mariano Moreno","airport","TRUE","Jose C. Paz","base.ar",,"SADJ",-34.56065,-58.789564,105,-3,"N","America/Cordoba"
"tt_airport_2380","La Plata","airport","TRUE","La Plata","base.ar","LPG","SADL",-34.972222,-57.894694,72,-3,"N","America/Cordoba"
"tt_airport_2381","Moron","airport","TRUE","Moron","base.ar",,"SADM",-34.676317,-58.642756,95,-3,"N","America/Cordoba"
"tt_airport_2382","El Palomar","airport","TRUE","El Palomar","base.ar",,"SADP",-34.609939,-58.612592,59,-3,"N","America/Cordoba"
"tt_airport_2383","Chos Malal","airport","TRUE","Chosmadal","base.ar",,"SAHC",-37.444692,-70.222469,2788,-3,"N","America/Cordoba"
"tt_airport_2384","General Roca","airport","TRUE","Fuerte Gral Roca","base.ar",,"SAHR",-39.000672,-67.620514,853,-3,"N","America/Cordoba"
"tt_airport_2385","El Plumerillo","airport","TRUE","Mendoza","base.ar","MDZ","SAME",-32.831717,-68.792856,2310,-3,"N","America/Cordoba"
"tt_airport_2386","Malargue","airport","TRUE","Malargue","base.ar","LGS","SAMM",-35.493597,-69.574267,4683,-3,"N","America/Cordoba"
"tt_airport_2387","San Rafael","airport","TRUE","San Rafael","base.ar","AFA","SAMR",-34.588314,-68.403854,2470,-3,"N","America/Cordoba"
"tt_airport_2388","Catamarca","airport","TRUE","Catamarca","base.ar","CTC","SANC",-28.593214,-65.750925,1522,-3,"N","America/Cordoba"
"tt_airport_2389","Santiago Del Estero","airport","TRUE","Santiago Del Estero","base.ar","SDE","SANE",-27.765617,-64.310122,656,-3,"N","America/Cordoba"
"tt_airport_2390","Tinogasta","airport","TRUE","Tinogasta","base.ar",,"SANI",-28.03775,-67.580314,3968,-3,"N","America/Cordoba"
"tt_airport_2391","La Rioja","airport","TRUE","La Rioja","base.ar","IRJ","SANL",-29.381636,-66.795839,1436,-3,"N","America/Cordoba"
"tt_airport_2392","Chilecito","airport","TRUE","Chilecito","base.ar",,"SANO",-29.223888,-67.438889,3099,-3,"N","America/Cordoba"
"tt_airport_2393","Teniente Benjamin Matienzo","airport","TRUE","Tucuman","base.ar","TUC","SANT",-26.840861,-65.104944,1495,-3,"N","America/Cordoba"
"tt_airport_2394","San Juan","airport","TRUE","San Julian","base.ar","UAQ","SANU",-31.571472,-68.418194,1959,-3,"N","America/Cordoba"
"tt_airport_2395","Rio Cuarto Area De Material","airport","TRUE","Rio Cuarto","base.ar","RCU","SAOC",-33.085128,-64.261314,1381,-3,"N","America/Cordoba"
"tt_airport_2396","Villa Dolores","airport","TRUE","Villa Dolores","base.ar","VDR","SAOD",-31.945183,-65.146283,1915,-3,"N","America/Cordoba"
"tt_airport_2397","Laboulaye","airport","TRUE","Laboulaye","base.ar",,"SAOL",-34.135444,-63.36225,449,-3,"N","America/Cordoba"
"tt_airport_2398","Marcos Juarez","airport","TRUE","Marcos Juarez","base.ar",,"SAOM",-32.683639,-62.157792,361,-3,"N","America/Cordoba"
"tt_airport_2399","Villa Reynolds","airport","TRUE","Villa Reynolds","base.ar",,"SAOR",-33.725144,-65.378086,1591,-3,"N","America/Cordoba"
"tt_airport_2400","San Luis","airport","TRUE","San Luis","base.ar","LUQ","SAOU",-33.273192,-66.356422,2329,-3,"N","America/Cordoba"
"tt_airport_2401","Corrientes","airport","TRUE","Corrientes","base.ar","CNQ","SARC",-27.445503,-58.761864,203,-3,"N","America/Cordoba"
"tt_airport_2402","Resistencia","airport","TRUE","Resistencia","base.ar","RES","SARE",-27.449986,-59.056125,173,-3,"N","America/Cordoba"
"tt_airport_2403","Formosa","airport","TRUE","Formosa","base.ar","FMA","SARF",-26.212722,-58.228111,194,-3,"N","America/Cordoba"
"tt_airport_2404","Cataratas Del Iguazu","airport","TRUE","Iguazu Falls","base.ar","IGR","SARI",-25.737281,-54.473444,916,-3,"N","America/Cordoba"
"tt_airport_2405","Paso De Los Libres","airport","TRUE","Paso De Los Libres","base.ar","AOL","SARL",-29.689425,-57.152078,230,-3,"N","America/Cordoba"
"tt_airport_2406","Monte Caseros","airport","TRUE","Monte Caseros","base.ar",,"SARM",-30.271922,-57.640231,174,-3,"N","America/Cordoba"
"tt_airport_2407","Posadas","airport","TRUE","Posadas","base.ar","PSS","SARP",-27.385839,-55.970728,430,-3,"N","America/Cordoba"
"tt_airport_2408","Termal","airport","TRUE","Presidencia R.s.pena","base.ar",,"SARS",-26.756519,-60.493103,307,-3,"N","America/Cordoba"
"tt_airport_2409","Salta","airport","TRUE","Salta","base.ar","SLA","SASA",-24.855978,-65.486169,4088,-3,"N","America/Cordoba"
"tt_airport_2410","Jujuy","airport","TRUE","Jujuy","base.ar","JUJ","SASJ",-24.392778,-65.097778,3019,-3,"N","America/Cordoba"
"tt_airport_2411","Oran","airport","TRUE","Oran","base.ar","ORA","SASO",-23.152779,-64.32917,1168,-3,"N","America/Cordoba"
"tt_airport_2412","La Quiaca","airport","TRUE","La Quiaca","base.ar",,"SASQ",-22.150556,-65.5775,11414,-3,"N","America/Cordoba"
"tt_airport_2414","Eldorado","airport","TRUE","El Dorado","base.ar",,"SATD",-26.397499,-54.574722,685,-3,"N","America/Cordoba"
"tt_airport_2415","Goya","airport","TRUE","Goya","base.ar",,"SATG",-29.099472,-59.250583,125,-3,"N","America/Cordoba"
"tt_airport_2416","Obera","airport","TRUE","Obera","base.ar",,"SATO",-27.518156,-55.124156,1125,-3,"N","America/Cordoba"
"tt_airport_2417","Reconquista","airport","TRUE","Reconquista","base.ar",,"SATR",-29.210278,-59.68,161,-3,"N","America/Cordoba"
"tt_airport_2418","Curuzu Cuatia","airport","TRUE","Curuzu Cuatia","base.ar",,"SATU",-29.770555,-57.978889,229,-3,"N","America/Cordoba"
"tt_airport_2419","El Bolson","airport","TRUE","El Bolson","base.ar","EHL","SAVB",-41.943189,-71.532289,1131,-3,"N","America/Cordoba"
"tt_airport_2420","Comodoro Rivadavia","airport","TRUE","Comodoro Rivadavia","base.ar","CRD","SAVC",-45.785347,-67.465508,190,-3,"N","America/Cordoba"
"tt_airport_2421","Esquel","airport","TRUE","Esquel","base.ar","EQS","SAVE",-42.90795,-71.139472,2621,-3,"N","America/Cordoba"
"tt_airport_2422","Almirante Zar","airport","TRUE","Trelew","base.ar","REL","SAVT",-43.2105,-65.270319,141,-3,"N","America/Cordoba"
"tt_airport_2423","Gobernador Castello","airport","TRUE","Viedma","base.ar","VDM","SAVV",-40.869222,-63.000389,20,-3,"N","America/Cordoba"
"tt_airport_2424","El Tehuelche","airport","TRUE","Puerto Madryn","base.ar","PMY","SAVY",-42.759161,-65.102725,426,-3,"N","America/Cordoba"
"tt_airport_2426","Puerto Deseado","airport","TRUE","Puerto Deseado","base.ar","PUD","SAWD",-47.735292,-65.904097,266,-3,"N","America/Cordoba"
"tt_airport_2427","Rio Grande","airport","TRUE","Rio Grande","base.ar","RGA","SAWE",-53.777667,-67.749389,65,-3,"N","America/Cordoba"
"tt_airport_2428","Rio Gallegos","airport","TRUE","Rio Gallegos","base.ar","RGL","SAWG",-51.608875,-69.312636,61,-3,"N","America/Cordoba"
"tt_airport_2429","Ushuaia Malvinas Argentinas","airport","TRUE","Ushuaia","base.ar","USH","SAWH",-54.843278,-68.29575,71,-3,"N","America/Cordoba"
"tt_airport_2430","San Julian","airport","TRUE","San Julian","base.ar","ULA","SAWJ",-49.306775,-67.802589,190,-3,"N","America/Cordoba"
"tt_airport_2431","Perito Moreno","airport","TRUE","Perito Moreno","base.ar","PMQ","SAWP",-46.537911,-70.978689,1410,-3,"N","America/Cordoba"
"tt_airport_2432","Santa Cruz","airport","TRUE","Santa Cruz","base.ar","RZA","SAWU",-50.01655,-68.579197,364,-3,"N","America/Cordoba"
"tt_airport_2433","Comandante Espora","airport","TRUE","Bahia Blanca","base.ar","BHI","SAZB",-38.724967,-62.169317,246,-3,"N","America/Cordoba"
"tt_airport_2434","Coronel Suarez","airport","TRUE","Colonel Suarez","base.ar",,"SAZC",-37.446111,-61.889297,768,-3,"N","America/Cordoba"
"tt_airport_2435","Olavarria","airport","TRUE","Olavarria","base.ar",,"SAZF",-36.890039,-60.216619,551,-3,"N","America/Cordoba"
"tt_airport_2436","General Pico","airport","TRUE","General Pico","base.ar",,"SAZG",-35.696183,-63.758286,459,-3,"N","America/Cordoba"
"tt_airport_2437","Tres Arroyos","airport","TRUE","Tres Arroyos","base.ar",,"SAZH",-38.386911,-60.329711,400,-3,"N","America/Cordoba"
"tt_airport_2438","Bolivar","airport","TRUE","Bolivar","base.ar",,"SAZI",-36.186594,-61.076367,308,-3,"N","America/Cordoba"
"tt_airport_2440","Mar Del Plata","airport","TRUE","Mar Del Plata","base.ar","MDQ","SAZM",-37.934167,-57.573333,71,-3,"N","America/Cordoba"
"tt_airport_2441","Presidente Peron","airport","TRUE","Neuquen","base.ar","NQN","SAZN",-38.949,-68.155711,895,-3,"N","America/Cordoba"
"tt_airport_2443","Comodoro P Zanni","airport","TRUE","Pehuajo","base.ar",,"SAZP",-35.844592,-61.857553,278,-3,"N","America/Cordoba"
"tt_airport_2444","Santa Rosa","airport","TRUE","Santa Rosa","base.ar","RSA","SAZR",-36.588322,-64.275694,630,-3,"N","America/Cordoba"
"tt_airport_2445","San Carlos De Bariloche","airport","TRUE","San Carlos De Bariloche","base.ar","BRC","SAZS",-41.151172,-71.157542,2776,-3,"N","America/Cordoba"
"tt_airport_2446","Tandil","airport","TRUE","Tandil","base.ar","TDL","SAZT",-37.237392,-59.227922,574,-3,"N","America/Cordoba"
"tt_airport_2447","Villa Gesell","airport","TRUE","Villa Gesell","base.ar","VLG","SAZV",-37.235408,-57.029239,32,-3,"N","America/Cordoba"
"tt_airport_2448","Cutralco","airport","TRUE","Cutralco","base.ar",,"SAZW",-38.939683,-69.264642,2133,-3,"N","America/Cordoba"
"tt_airport_2449","Aviador C Campos","airport","TRUE","San Martin Des Andes","base.ar","CPC","SAZY",-40.075383,-71.137294,2569,-3,"N","America/Cordoba"
"tt_airport_3881","Ministro Pistarini","airport","TRUE","Buenos Aires","base.ar","EZE","SAEZ",-34.822222,-58.535833,67,-3,"N","America/Cordoba"
"tt_airport_3954","El Calafate","airport","TRUE","El Calafate","base.ar","FTE","SAWC",-50.280322,-72.053103,669,-3,"N","America/Cordoba"
"tt_airport_4306","Santa Teresita Airport","airport","TRUE","Santa Teresita","base.ar","SST","SAZL",-36.542317,-56.721756,9,-3,"N","America/Cordoba"
"tt_airport_4307","Gobernador Gregores Airport","airport","TRUE","Gobernador Gregores","base.ar","GGS","SAWR",-48.7831,-70.15,356,-3,"N","America/Cordoba"
"tt_airport_4308","Antoine De St Exupery Airport","airport","TRUE","San Antonio Oeste","base.ar","OES","SAVN",-40.7512,-65.0343,85,-3,"N","America/Cordoba"
"tt_airport_4309","Las Heras Airport","airport","TRUE","Las Heras","base.ar","LHS","SAVH",-46.533056,-68.951111,1082,-3,"N","America/Cordoba"
"tt_airport_4310","General Enrique Mosconi Airport","airport","TRUE","Tartagal","base.ar","TTG","SAST",-22.619167,-63.793189,1472,-3,"N","America/Cordoba"
"tt_airport_4956","Necochea Airport","airport","TRUE","Necochea","base.ar","NEC","SAZO",-38.483056,-58.817222,72,-3,"N","America/Cordoba"
"tt_airport_4957","Lago Argentino Airport","airport","TRUE","El Calafate","base.ar","ING","SAWA",-50.3361,-72.2486,732,-3,"N","America/Cordoba"
