id,name,code,icao,city,country_id/id,provider_type_id/id,latitude,longitude,altitude,timezone_hour,tz,active
tt_destinations_81,Datadawai Airport,DTD,WALJ,Datadawai-Borneo Island,base.id,tt_base.tt_provider_type_1,0.717,116.483,229,8,Asia/Makassar,1
tt_destinations_82,Barau(Kalimaru) Airport,BEJ,WALK,Tanjung Redep-Borneo Island,base.id,tt_base.tt_provider_type_1,2.155497,117.432256,59,8,Asia/Makassar,1
tt_destinations_83,Warukin Airport,TJG,WAON,Tanjung-Borneo Island,base.id,tt_base.tt_provider_type_1,-2.21656,115.436,197,8,Asia/Makassar,1
tt_destinations_84,Sampit(Hasan) Airport,SMQ,WAOS,Sampit-Borneo Island,base.id,tt_base.tt_provider_type_1,-2.499194,112.974992,50,7,Asia/Jakarta,1
tt_destinations_85,Dumatubun Airport,LUV,WAPL,Langgur-Kei Islands,base.id,tt_base.tt_provider_type_1,-5.661619,132.731431,10,9,Asia/Jayapura,1
tt_destinations_86,Mali Airport,ARD,WATM,Alor Island,base.id,tt_base.tt_provider_type_1,-8.13234,124.597,10,8,Asia/Makassar,1
tt_destinations_87,Radin Inten II (Branti) Airport,TKG,WICT,Bandar Lampung-Sumatra Island,base.id,tt_base.tt_provider_type_1,-5.242339,105.178939,282,7,Asia/Jakarta,1
tt_destinations_88,Halim Perdanakusuma International Airport,HLP,WIHH,Jakarta,base.id,tt_base.tt_provider_type_1,-6.26661,106.891,84,7,Asia/Jakarta,1
tt_destinations_89,Ranai Airport,NTX,WION,Ranai-Natuna Besar Island,base.id,tt_base.tt_provider_type_1,3.908714,108.387897,7,7,Asia/Jakarta,1
tt_destinations_90,Pangsuma Airport,PSU,WIOP,Putussibau-Borneo Island,base.id,tt_base.tt_provider_type_1,0.835578,112.937144,297,7,Asia/Jakarta,1
tt_destinations_91,Susilo Airport,SQG,WIOS,Sintang-Borneo Island,base.id,tt_base.tt_provider_type_1,0.063619,111.473428,98,7,Asia/Jakarta,1
tt_destinations_92,Pendopo Airport,PDO,WIPQ,Talang Gudang-Sumatra Island,base.id,tt_base.tt_provider_type_1,-3.286069,103.8796,184,7,Asia/Jakarta,1
tt_destinations_93,Malikus Saleh Airport,LSW,WITM,Lhok Seumawe-Sumatra Island,base.id,tt_base.tt_provider_type_1,5.226681,96.950342,90,7,Asia/Jakarta,1
tt_destinations_94,Stagen Airport,KBU,WRBK,Laut Island,base.id,tt_base.tt_provider_type_1,-3.29472,116.165,4,8,Asia/Makassar,1
tt_destinations_95,Long Bawan Airport,LBW,WRLB,Long Bawan-Borneo Island,base.id,tt_base.tt_provider_type_1,3.867,115.683,3590,8,Asia/Makassar,1
tt_destinations_96,Nunukan Airport,NNX,WRLF,Nunukan-Nunukan Island,base.id,tt_base.tt_provider_type_1,4.13653,117.667,52,8,Asia/Makassar,1
tt_destinations_97,Long Apung Airport,LPU,WRLP,Long Apung-Borneo Island,base.id,tt_base.tt_provider_type_1,0.583,115.6,627,8,Asia/Makassar,1
tt_destinations_98,Depati Parbo Airport,KRC,WIPH,Sungai Penuh,base.id,tt_base.tt_provider_type_1,1.881071,101.442261,2000,7,Asia/Jakarta,1
tt_destinations_99,Tampa Padang,MJU,WAWJ,Mamuju,base.id,tt_base.tt_provider_type_1,-2.583333,119.033333,2,8,Asia/Makassar,1
tt_destinations_100,Waris Airport,WAR,WAJR,Waris-Papua Island,base.id,tt_base.tt_provider_type_1,-3.22243,140.9790039,1224,9,Asia/Jayapura,1
tt_destinations_101,Cut Nyak Dhien Nagan Raya Airport,MEQ,WITC,Nagan Raya,base.id,tt_base.tt_provider_type_1,4.045172,96.249608,3,7,Asia/Jakarta,1
tt_destinations_102,A. A. Bere Tallo Atambua / Haliwen Airport,ABU,WATA,Atambua,base.id,tt_base.tt_provider_type_1,-9.075278,124.902778,1145,7,Asia/Jakarta,1
tt_destinations_103,Kualanamu,KNO,WIMM,Medan,base.id,tt_base.tt_provider_type_1,3.642353,98.885358,13,7,Asia/Jakarta,1
tt_destinations_104,Blimbingsari Airport,BWX,WADY,Banyuwangi,base.id,tt_base.tt_provider_type_1,-8.312371,114.339392,84,7,Asia/Jakarta,1
tt_destinations_105,Notohadinegoro Airport,JBB,WARE,Jember,base.id,tt_base.tt_provider_type_1,-8.240096,113.693653,288,7,Asia/Jakarta,1
tt_destinations_106,Sultan Bantilan Airport,TLI,WAMI,Toli-Toli,base.id,tt_base.tt_provider_type_1,1.123428,120.793658,40,8,Asia/Makassar,1
tt_destinations_107,Turelelo Soa Airport,BJW,WATB,Bawaja,base.id,tt_base.tt_provider_type_1,-8.7125,121.0625,4.326,8,Asia/Makassar,1
tt_destinations_108,Gewayantana Airport,LKA,WATL,Larantuka,base.id,tt_base.tt_provider_type_1,-8.274544,123.002328,29.5276,8,Asia/Makassar,1
tt_destinations_109,Namlea Airport,NAM,WAPR,Namlea,base.id,tt_base.tt_provider_type_1,-37.663712,144.844788,41,9,Asia/Jayapura,1
tt_destinations_110,Silangit International Airport,DTB,WIMN,Siborong-Borong,base.id,tt_base.tt_provider_type_1,2.259731,98.99185,4.66,7,Asia/Jayapura,1
tt_destinations_111,Pogogul Airport,UOL,WAMY,Buol,base.id,tt_base.tt_provider_type_1,1.1584,121.4361,49,8,Asia/Makassar,1
tt_destinations_112,Changi Intl,SIN,WSSS,Singapore,base.sg,tt_base.tt_provider_type_1,1.350189,103.994433,22,8,Asia/Singapore,1
tt_destinations_113,Gatwick,LGW,EGKK,London,base.uk,tt_base.tt_provider_type_1,51.148056,-0.190278,202,0,Europe/London,1
tt_destinations_114,Capital Intl,PEK,ZBAA,Beijing,base.cn,tt_base.tt_provider_type_1,40.080111,116.584556,116,8,Asia/Chongqing,1
tt_destinations_115,Hong Kong Intl,HKG,VHHH,Hong Kong,base.hk,tt_base.tt_provider_type_1,22.308919,113.914603,28,8,Asia/Hong_Kong,1
tt_destinations_116,Haneda International Airport,HND,RJTT,Tokyo,base.jp,tt_base.tt_provider_type_1,35.552258,139.779694,35,9,Asia/Tokyo,1
tt_destinations_117,Suvarnabhumi Intl,BKK,VTBS,Bangkok,base.th,tt_base.tt_provider_type_1,13.681108,100.747283,5,7,Asia/Bangkok,1
tt_destinations_118,Danang Intl,DAD,VVDN,Danang,base.vn,tt_base.tt_provider_type_1,16.043917,108.19937,33,7,Asia/Saigon,1
tt_destinations_119,Noibai Intl,HAN,VVNB,Hanoi,base.vn,tt_base.tt_provider_type_1,21.221192,105.807178,39,7,Asia/Saigon,1
tt_destinations_120,Tansonnhat Intl,SGN,VVTS,Ho Chi Minh City,base.vn,tt_base.tt_provider_type_1,10.818797,106.651856,33,7,Asia/Saigon,1
tt_destinations_121,Phuket Intl,HKT,VTSP,Phuket,base.th,tt_base.tt_provider_type_1,8.1132,98.316872,82,7,Asia/Bangkok,1
tt_destinations_122,Chiang Mai Intl,CNX,VTCC,Chiang Mai,base.th,tt_base.tt_provider_type_1,18.766847,98.962644,1036,7,Asia/Bangkok,1
tt_destinations_123,Samui,USM,VTSM,Ko Samui,base.th,tt_base.tt_provider_type_1,9.547794,100.062272,64,7,Asia/Bangkok,1
tt_destinations_124,Kalibo,KLO,RPVK,Kalibo,base.ph,tt_base.tt_provider_type_1,11.679431,122.376294,14,8,Asia/Manila,1
tt_destinations_125,Mactan Cebu Intl,CEB,RPVM,Cebu,base.ph,tt_base.tt_provider_type_1,10.307542,123.979439,31,8,Asia/Manila,1
tt_destinations_126,Francisco Bangoy International,DVO,RPMD,Davao,base.ph,tt_base.tt_provider_type_1,7.125522,125.645778,59,8,Asia/Manila,1
tt_destinations_127,Penang Intl,PEN,WMKP,Penang,base.my,tt_base.tt_provider_type_1,5.297139,100.276864,11,8,Asia/Kuala_Lumpur,1
tt_destinations_128,Kota Kinabalu Intl,BKI,WBKK,Kota Kinabalu,base.my,tt_base.tt_provider_type_1,5.937208,116.051181,10,8,Asia/Kuala_Lumpur,1
tt_destinations_129,Langkawi Intl,LGK,WMKL,Pulau,base.my,tt_base.tt_provider_type_1,6.329728,99.728667,29,8,Asia/Kuala_Lumpur,1
tt_destinations_130,Kuching Intl,KCH,WBGG,Kuching,base.my,tt_base.tt_provider_type_1,1.484697,110.346933,89,8,Asia/Kuala_Lumpur,1
tt_destinations_131,Yangon Intl,RGN,VYYY,Yangon,base.mm,tt_base.tt_provider_type_1,16.907305,96.133222,109,6.5,Asia/Rangoon,1
tt_destinations_132,Mandalay Intl,MDL,VYMD,Mandalay,base.mm,tt_base.tt_provider_type_1,21.702156,95.977928,300,6.5,Asia/Rangoon,1
tt_destinations_133,Ninoy Aquino Intl,MNL,RPLL,Manila,base.ph,tt_base.tt_provider_type_1,14.508647,121.019581,75,8,Asia/Manila,1
tt_destinations_134,Phnom Penh Intl,PNH,VDPP,Phnom-penh,base.kh,tt_base.tt_provider_type_1,11.546556,104.844139,40,7,Asia/Phnom_Penh,1
tt_destinations_135,Siem Reap,REP,VDSR,Siem-reap,base.kh,tt_base.tt_provider_type_1,13.410666,103.81284,60,7,Asia/Phnom_Penh,1
tt_destinations_136,Wattay Intl,VTE,VLVT,Vientiane,base.la,tt_base.tt_provider_type_1,17.988322,102.563256,564,7,Asia/Vientiane,1
tt_destinations_137,Luang Phabang Intl,LPQ,VLLB,Luang Prabang,base.la,tt_base.tt_provider_type_1,19.897914,102.160764,955,7,Asia/Vientiane,1
tt_destinations_138,Brunei Intl,BWN,WBSB,Bandar Seri Begawan,base.mm,tt_base.tt_provider_type_1,4.9442,114.928353,73,8,Asia/Brunei,1
tt_destinations_139,Baiyun Intl,CAN,ZGGG,Guangzhou,base.cn,tt_base.tt_provider_type_1,23.392436,113.298786,50,8,Asia/Chongqing,1
tt_destinations_140,Huanghua,CSX,ZGHA,Changcha,base.cn,tt_base.tt_provider_type_1,28.189158,113.219633,217,8,Asia/Chongqing,1
tt_destinations_141,Shuangliu,CTU,ZUUU,Chengdu,base.cn,tt_base.tt_provider_type_1,30.578528,103.947086,1625,8,Asia/Chongqing,1
tt_destinations_142,Jiangbei,CKG,ZUCK,Chongqing,base.cn,tt_base.tt_provider_type_1,29.719217,106.641678,1365,8,Asia/Chongqing,1
tt_destinations_143,Wujiaba,KMG,ZPPP,Kunming,base.cn,tt_base.tt_provider_type_1,24.992364,102.743536,6217,8,Asia/Chongqing,1
tt_destinations_144,Baoan Intl,SZX,ZGSZ,Shenzhen,base.cn,tt_base.tt_provider_type_1,22.639258,113.810664,13,8,Asia/Chongqing,1
tt_destinations_145,Xiamen Gaoqi International Airport,XMN,ZSAM,Xiamen Shi,base.cn,tt_base.tt_provider_type_1,24.544036,118.127739,59,8,Asia/Chongqing,1
tt_destinations_146,Tianhe,WUH,ZHHH,Wuhan,base.cn,tt_base.tt_provider_type_1,30.783758,114.2081,113,8,Asia/Chongqing,1
tt_destinations_147,Changle,FOC,ZSFZ,Fuzhou,base.cn,tt_base.tt_provider_type_1,25.935064,119.663272,46,8,Asia/Chongqing,1
tt_destinations_148,Hongqiao Intl,SHA,ZSSS,Shanghai,base.cn,tt_base.tt_provider_type_1,31.197875,121.336319,10,8,Asia/Chongqing,1
