id,name,code,provider_id/id,city_id/id,,
hotel_provider_code_quantum_1762,Ourense; ES,ES~2138,tt_reservation_hotel.tt_hotel_provider_quantum,tt_city_code.rdx_city_ESP_39,tt_city_code.rdx_city_ESP_39,tt_city_code.rdx_city_ESP_39
hotel_provider_code_quantum_1763,O CarballiÃƒÂ±o; ES,ES~2139,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1764,Verin; ES,ES~2140,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1765,Pobra de Trives; ES,ES~2141,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1766,Maceda; ES,ES~2142,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1767,Allariz; ES,ES~2143,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1768,Lobios; ES,ES~2144,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1769,Leiro; ES,ES~2145,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1770,Castrillon; ES,ES~2146,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1771,NoreÃƒÂ±a; ES,ES~2147,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1772,Ribadesella; ES,ES~2148,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1773,Aviles; ES,ES~2149,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1774,Poo de Llanes; ES,ES~2150,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1775,Pancar; ES,ES~2151,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1776,Pola de Siero; ES,ES~2152,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1777,Viella de Siero; ES,ES~2153,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1778,Arenas de Cabrales; ES,ES~2154,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1779,Arriondas; ES,ES~2155,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1780,Corvera; ES,ES~2156,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1781,Langreo; ES,ES~2157,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1782,Santa MarÃƒÂ­a del Mar; ES,ES~2158,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1783,Mieres; ES,ES~2159,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1784,Granda; ES,ES~2160,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1785,Torazo-Cabranes; ES,ES~2161,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1786,Pravia; ES,ES~2162,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1787,Candas; ES,ES~2163,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1788,El Berron-Siero; ES,ES~2164,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1789,Colunga-Luces; ES,ES~2165,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1790,Llanera; ES,ES~2166,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1791,Ribadedeva; ES,ES~2167,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1792,Llanes; ES,ES~2168,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1793,Cabrales; ES,ES~2169,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1794,Navia; ES,ES~2170,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1795,Onis; ES,ES~2171,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1796,Perlora; ES,ES~2172,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1797,Villaviciosa; ES,ES~2173,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1798,Vidiago-Llanes; ES,ES~2174,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1799,DueÃƒÂ±as; ES,ES~2175,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1800,Magaz de Pisuerga; ES,ES~2176,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1801,Cervera de Pisuerga; ES,ES~2177,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1802,Ampudia; ES,ES~2178,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1803,Salardu; ES,ES~2179,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1804,Unha; ES,ES~2180,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1805,Vielha; ES,ES~2181,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1806,Berga; ES,ES~2182,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1807,Caldes de Boi; ES,ES~2183,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1808,Alp; ES,ES~2184,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1809,La Molina; ES,ES~2185,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1810,Llivia; ES,ES~2186,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1811,Baqueira; ES,ES~2187,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1812,Boi -Taull; ES,ES~2188,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1813,Masella; ES,ES~2189,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1814,Prats de Cerdanya; ES,ES~2190,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1815,Puigcerda; ES,ES~2191,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1816,Soriguerola; ES,ES~2192,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1817,Llavorsi; ES,ES~2193,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1818,Port Aine; ES,ES~2194,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1819,Rialp; ES,ES~2195,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1820,Sorpe; ES,ES~2196,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1821,Esterri d'Aneu; ES,ES~2197,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1822,Cellers; ES,ES~2198,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1823,Setcases; ES,ES~2199,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1824,Sort; ES,ES~2200,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1825,Queralbs; ES,ES~2201,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1826,Betren; ES,ES~2202,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1827,Bellver de la Cerdanya; ES,ES~2203,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1828,Castellciutat; ES,ES~2204,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1829,Montseny; ES,ES~2205,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1830,St. Hilari Sacalm; ES,ES~2206,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1831,Ribes de Freser; ES,ES~2207,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1832,Mollo; ES,ES~2208,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1833,Llanars; ES,ES~2209,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1834,Bossost; ES,ES~2210,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1835,Escunhau; ES,ES~2211,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1836,Seu d'Urgell; ES,ES~2212,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1837,Pont d'Arros; ES,ES~2213,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1838,Espot; ES,ES~2214,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1839,Valencia d'Aneu; ES,ES~2215,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1840,North Mallorca; ES,ES~2216,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1841,Palma; ES,ES~2217,tt_reservation_hotel.tt_hotel_provider_quantum,tt_city_code.rdx_city_ESP_44,tt_city_code.rdx_city_ESP_44,tt_city_code.rdx_city_ESP_44
hotel_provider_code_quantum_1842,Canyamel; ES,ES~2218,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1843,Bunyola; ES,ES~2219,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1844,Cala Santanyi; ES,ES~2220,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1845,Playa de Palma; ES,ES~2221,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1846,Cala Blava; ES,ES~2222,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1847,Ciudad Jardin; ES,ES~2223,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1848,Cala Mesquida; ES,ES~2224,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1849,Bendinat; ES,ES~2225,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1850,Palmanova; ES,ES~2226,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1851,East Mallorca; ES,ES~2227,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1852,Magaluf; ES,ES~2228,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1853,Santa Ponsa; ES,ES~2229,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1854,Paguera; ES,ES~2230,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1855,Cala ViÃƒÂ±as; ES,ES~2231,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1856,Valldemosa; ES,ES~2232,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1857,Porto Cristo; ES,ES~2233,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1858,Porto Colom; ES,ES~2234,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1859,Ca'n Picafort; ES,ES~2235,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1860,Cas Catala; ES,ES~2236,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1861,Puerto de Alcudia; ES,ES~2237,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1862,Orient; ES,ES~2238,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1863,Campos; ES,ES~2239,tt_reservation_hotel.tt_hotel_provider_quantum,,tt_city_code.rdx_city_BRA_310,tt_city_code.rdx_city_BRA_310
hotel_provider_code_quantum_1864,Montuiri; ES,ES~2240,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1865,Costitx; ES,ES~2241,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1866,Cala Mondrago; ES,ES~2242,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1867,Puerto Andraitx; ES,ES~2243,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1868,Portals Nous; ES,ES~2244,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1869,Porreras; ES,ES~2245,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1870,El Toro; ES,ES~2246,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1871,Banyalbufar; ES,ES~2247,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1872,Lloseta; ES,ES~2248,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1873,Lluchmajor; ES,ES~2249,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1874,Sencelles; ES,ES~2250,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1875,Campanet; ES,ES~2251,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1876,Puigpunyent; ES,ES~2253,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1877,Estallencs; ES,ES~2254,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1878,Pollensa-Formentor; ES,ES~2255,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1879,Sa Coma; ES,ES~2256,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1880,Cala Mandia; ES,ES~2257,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1881,Costa de los Pinos; ES,ES~2258,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1882,S'Illot; ES,ES~2259,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1883,Ca'n Pastilla; ES,ES~2260,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1884,El Arenal; ES,ES~2261,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1885,Playa de Muro; ES,ES~2262,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1886,Puerto Pollensa; ES,ES~2263,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1887,Cala Bona; ES,ES~2264,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1888,Arta; ES,ES~2265,tt_reservation_hotel.tt_hotel_provider_quantum,,tt_city_code.rdx_city_DJI_2,tt_city_code.rdx_city_DJI_2
hotel_provider_code_quantum_1889,Caimari; ES,ES~2266,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1890,Inca; ES,ES~2267,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1891,Deya; ES,ES~2268,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1892,Puerto Soller; ES,ES~2269,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1893,Colonia Sant Jordi; ES,ES~2270,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1894,Calas de Mallorca; ES,ES~2271,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1895,Cala Millor; ES,ES~2272,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1896,Cala Mayor; ES,ES~2273,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1897,Cala Ratjada; ES,ES~2274,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1898,Son Servera; ES,ES~2275,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1899,Illetas; ES,ES~2276,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1900,Felanitx; ES,ES~2277,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1901,Cala d'Or; ES,ES~2278,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1902,Camp de Mar; ES,ES~2279,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1903,Porto Petro; ES,ES~2280,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1904,Soller; ES,ES~2281,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1905,San LlorenÃƒÂ§; ES,ES~2282,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1906,Galdeano; ES,ES~2283,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1907,Tudela; ES,ES~2284,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1908,Yesa; ES,ES~2285,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1909,NoaÃƒÂ­n; ES,ES~2286,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1910,Berrioplano; ES,ES~2287,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1911,Villava; ES,ES~2288,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1912,Huarte; ES,ES~2289,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1913,Imarcoain; ES,ES~2290,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1914,Irurtzun; ES,ES~2291,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1915,Javier; ES,ES~2292,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1916,Mutilva Baja; ES,ES~2293,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1917,Castejon; ES,ES~2294,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1918,Zizur Mayor; ES,ES~2295,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1919,San Adrian; ES,ES~2296,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1920,La Gomera; ES,ES~2297,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1921,Riudecanyes; ES,ES~2298,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1922,Salou; ES,ES~2299,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1923,Vila-seca; ES,ES~2300,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1924,Valls; ES,ES~2301,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1925,Calafell; ES,ES~2302,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1926,Delta del Ebro; ES,ES~2303,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1927,El Vendrell; ES,ES~2304,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1928,Espluga Francoli; ES,ES~2305,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1929,La Pineda; ES,ES~2306,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1930,El Perello; ES,ES~2307,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1931,Creixell; ES,ES~2308,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1932,La Senia; ES,ES~2309,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1933,Cambrils; ES,ES~2310,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1934,Cap Salou; ES,ES~2311,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1935,La Selva del Camp; ES,ES~2312,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1936,Ametlla de Mar; ES,ES~2313,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1937,Port Aventura; ES,ES~2314,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1938,Mont Roig Playa; ES,ES~2315,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1939,Aiguamurcia; ES,ES~2316,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1940,Montbrio del Camp; ES,ES~2317,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1941,Hospitalet de l'Infant; ES,ES~2318,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1942,Miami Playa; ES,ES~2319,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1943,L'Ampolla; ES,ES~2320,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1944,Reus; ES,ES~2321,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1945,Alcanar; ES,ES~2322,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1946,San Carlos de la Rapita; ES,ES~2323,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1947,Xerta; ES,ES~2324,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1948,Altafulla; ES,ES~2325,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1949,Coma-Ruga; ES,ES~2326,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1950,Amposta; ES,ES~2327,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1951,Vallfogona de Riucorb; ES,ES~2328,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1952,Arteixo; ES,ES~2329,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1953,A CoruÃƒÂ±a; ES,ES~2330,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1954,Laxe; ES,ES~2331,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1955,Oleiros; ES,ES~2332,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1956,Serra de Outes; ES,ES~2333,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1957,El Ferrol; ES,ES~2334,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1958,Corcubion; ES,ES~2335,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1959,A Capela; ES,ES~2336,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1960,Naron; ES,ES~2337,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1961,Dodro; ES,ES~2338,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1962,Ribeira; ES,ES~2339,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1963,Sada; ES,ES~2340,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1964,CabaÃƒÂ±as; ES,ES~2341,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1965,Pobra do CaramiÃƒÂ±al; ES,ES~2342,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1966,Santiago de Compostela; ES,ES~2343,tt_reservation_hotel.tt_hotel_provider_quantum,tt_city_code.rdx_city_ESP_18,tt_city_code.rdx_city_ESP_18,tt_city_code.rdx_city_ESP_18
hotel_provider_code_quantum_1967,Suances; ES,ES~2344,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1968,Ruiloba; ES,ES~2345,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1969,Boo de Guarnizo; ES,ES~2346,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1970,Sancibrian; ES,ES~2347,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1971,Arenas de IguÃƒÂ±a; ES,ES~2348,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1972,Solares; ES,ES~2349,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1973,ArgoÃƒÂ±os; ES,ES~2350,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1974,Liendo; ES,ES~2351,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1975,Revilla de Camargo; ES,ES~2352,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1976,Mentera; ES,ES~2353,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1977,Somo; ES,ES~2354,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1978,Potes; ES,ES~2355,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1979,ReocÃƒÂ­n; ES,ES~2356,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1980,Comillas; ES,ES~2357,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1981,Isla; ES,ES~2358,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1982,Laredo; ES,ES~2359,tt_reservation_hotel.tt_hotel_provider_quantum,,tt_city_code.rdx_city_USA_988,tt_city_code.rdx_city_USA_988
hotel_provider_code_quantum_1983,Noja; ES,ES~2360,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1984,Mogro; ES,ES~2361,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1985,OreÃƒÂ±a; ES,ES~2362,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1986,San Vicente de la Barquera; ES,ES~2363,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1987,Boo de Pielagos; ES,ES~2364,tt_reservation_hotel.tt_hotel_provider_quantum,,,
hotel_provider_code_quantum_1988,PeÃƒÂ±arrubia; ES,ES~2365,tt_reservation_hotel.tt_hotel_provider_quantum,,,
