id,country_id/id,name
state_PH_Orm_75,base.ph,Ormoc
state_PH_Mis_76,base.ph,Misamis Occidental
state_PH_Zam_77,base.ph,Zamboanga del Sur
state_PH_Pas_78,base.ph,Pasay
state_PH_Cam_79,base.ph,Camarines Sur
state_PH_Agu_80,base.ph,Agusan del Sur
state_PH_Pue_81,base.ph,Puerto Princesa
state_PH_Que_82,base.ph,Quezon
state_PH_Rom_83,base.ph,Romblon
state_PH_La _84,base.ph,La Union
state_PH_Pam_85,base.ph,Pampanga
state_PH_Din_86,base.ph,Dinagat Islands
state_PH_San_87,base.ph,San Juan
state_PH_San_88,base.ph,Santiago
state_PH_Mag_89,base.ph,Maguindanao
state_PH_Siq_90,base.ph,Siquijor
state_PH_Sor_91,base.ph,Sorsogon
state_PH_Sur_92,base.ph,Surigao del Norte
state_PH_Kal_93,base.ph,Kalinga
state_PH_Tac_94,base.ph,Tacloban
state_PH_Tag_95,base.ph,Taguig
state_PH_Dav_96,base.ph,Davao del Norte
state_PH_Sur_97,base.ph,Surigao del Sur
state_PH_Tar_98,base.ph,Tarlac
state_PH_Cav_99,base.ph,Cavite
state_PH_Lan_100,base.ph,Lanao del Norte
state_PH_Cag_101,base.ph,Cagayan
state_PH_Val_102,base.ph,Valenzuela
state_PH_Ilo_103,base.ph,Ilocos Sur
state_PH_Cat_104,base.ph,Catanduanes
state_PH_Zam_105,base.ph,Zamboanga
state_PH_Ant_106,base.ph,Antique
state_PH_Bat_107,base.ph,Batanes
state_PH_Riz_108,base.ph,Rizal
state_PH_Sou_109,base.ph,South Cotabato
state_PH_Sul_110,base.ph,Sultan Kudarat
state_PK_Sin_1,base.pk,Sindh
state_PK_Gil_2,base.pk,Gilgit-Baltistan
state_PK_Bal_3,base.pk,Balochistān
state_PK_Isl_4,base.pk,Islāmābād
state_PK_Khy_5,base.pk,Khyber Pakhtunkhwa
state_PK_Pun_6,base.pk,Punjab
state_PK_Fed_7,base.pk,Federally Administered Tribal Areas
state_PL_Łód_1,base.pl,Łódzkie
state_PL_Lub_2,base.pl,Lubelskie
state_PL_Dol_3,base.pl,Dolnośląskie
state_PL_Pod_4,base.pl,Podlaskie
state_PL_Wie_5,base.pl,Wielkopolskie
state_PL_Lub_6,base.pl,Lubuskie
state_PL_Kuj_7,base.pl,Kujawsko-Pomorskie
state_PL_Zac_8,base.pl,Zachodniopomorskie
state_PL_Pom_9,base.pl,Pomorskie
state_PL_War_10,base.pl,Warmińsko-Mazurskie
state_PL_Ślą_11,base.pl,Śląskie
state_PL_Pod_12,base.pl,Podkarpackie
state_PL_Mał_13,base.pl,Małopolskie
state_PL_Opo_14,base.pl,Opolskie
state_PL_Świ_15,base.pl,Świętokrzyskie
state_PL_Maz_16,base.pl,Mazowieckie
base.state_pt_pt-30,base.pt,Madeira
base.state_pt_pt-15,base.pt,Setúbal
base.state_pt_pt-11,base.pt,Lisboa
base.state_pt_pt-07,base.pt,Évora
state_PT_Azo_5,base.pt,Azores
base.state_pt_pt-14,base.pt,Santarém
base.state_pt_pt-13,base.pt,Porto
base.state_pt_pt-08,base.pt,Faro
base.state_pt_pt-17,base.pt,Vila Real
base.state_pt_pt-01,base.pt,Aveiro
base.state_pt_pt-09,base.pt,Guarda
base.state_pt_pt-18,base.pt,Viseu
base.state_pt_pt-04,base.pt,Bragança
base.state_pt_pt-16,base.pt,Viana do Castelo
base.state_pt_pt-03,base.pt,Braga
base.state_pt_pt-02,base.pt,Beja
base.state_pt_pt-05,base.pt,Castelo Branco
base.state_pt_pt-12,base.pt,Portalegre
base.state_pt_pt-06,base.pt,Coimbra
base.state_pt_pt-10,base.pt,Leiria
state_PW_Mel_1,base.pw,Melekeok
state_PY_Alt_1,base.py,Alto Paraguay
state_PY_Boq_2,base.py,Boquerón
state_PY_Ama_3,base.py,Amambay
state_PY_Alt_4,base.py,Alto Paraná
state_PY_Con_5,base.py,Concepción
state_PY_Pre_6,base.py,Presidente Hayes
state_PY_Caa_7,base.py,Caazapá
state_PY_Cen_8,base.py,Central
state_PY_Cor_9,base.py,Cordillera
state_PY_Gua_10,base.py,Guairá
state_PY_Ita_11,base.py,Itapúa
state_PY_Caa_12,base.py,Caaguazú
state_PY_Mis_13,base.py,Misiones
state_PY_Ñee_14,base.py,Ñeembucú
state_PY_Par_15,base.py,Paraguarí
state_PY_San_16,base.py,San Pedro
state_PY_Can_17,base.py,Canindeyú
state_PY_Asu_18,base.py,Asunción
state_QA_Az̧_1,base.qa,Az̧ Z̧a‘āyin
state_QA_Al _2,base.qa,Al Wakrah
state_QA_Al _3,base.qa,Al Khawr wa adh Dhakhīrah
state_QA_Ash_4,base.qa,Ash Shamāl
state_QA_Umm_5,base.qa,Umm Şalāl
state_QA_Ar _6,base.qa,Ar Rayyān
state_QA_Ad _7,base.qa,Ad Dawḩah
state_RO_Meh_1,base.ro,Mehedinţi
state_RO_Bră_2,base.ro,Brăila
state_RO_Bih_3,base.ro,Bihor
state_RO_Tim_4,base.ro,Timiş
state_RO_Car_5,base.ro,Caraş-Severin
state_RO_Căl_6,base.ro,Călăraşi
state_RO_Ara_7,base.ro,Arad
state_RO_Tel_8,base.ro,Teleorman
state_RO_Ial_9,base.ro,Ialomiţa
state_RO_Mar_10,base.ro,Maramureş
state_RO_Tul_11,base.ro,Tulcea
state_RO_Pra_12,base.ro,Prahova
state_RO_Nea_13,base.ro,Neamţ
state_RO_Suc_14,base.ro,Suceava
state_RO_Bot_15,base.ro,Botoşani
state_RO_Con_16,base.ro,Constanţa
state_RO_Buz_17,base.ro,Buzău
state_RO_Gal_18,base.ro,Galaţi
state_RO_Vas_19,base.ro,Vaslui
state_RO_Cov_20,base.ro,Covasna
state_RO_Bac_21,base.ro,Bacău
state_RO_Vra_22,base.ro,Vrancea
state_RO_Buc_23,base.ro,Bucureşti
state_RO_Bra_24,base.ro,Braşov
state_RO_Arg_25,base.ro,Argeş
state_RO_Mur_26,base.ro,Mureş
state_RO_Hun_27,base.ro,Hunedoara
state_RO_Clu_28,base.ro,Cluj
state_RO_Vâl_29,base.ro,Vâlcea
state_RO_Sib_30,base.ro,Sibiu
state_RO_Gor_31,base.ro,Gorj
state_RO_Alb_32,base.ro,Alba
state_RO_Giu_33,base.ro,Giurgiu
state_RO_Săl_34,base.ro,Sălaj
state_RO_Dol_35,base.ro,Dolj
state_RO_Dâm_36,base.ro,Dâmboviţa
state_RO_Bis_37,base.ro,Bistriţa-Năsăud
state_RO_Sat_38,base.ro,Satu Mare
state_RO_Olt_39,base.ro,Olt
state_RO_Har_40,base.ro,Harghita
state_RO_Iaş_41,base.ro,Iaşi
state_RS_Ara_1,base.rs,Aranđelovac
state_RS_Bel_2,base.rs,Bela Palanka
state_RS_Gad_3,base.rs,Gadžin Han
state_RS_Niš_4,base.rs,Niš
state_RS_Svr_5,base.rs,Svrljig
state_RS_Sok_6,base.rs,Sokobanja
state_RS_Bol_7,base.rs,Boljevac
state_RS_Zaj_8,base.rs,Zaječar
state_RS_Bor_9,base.rs,Bor
state_RS_Neg_10,base.rs,Negotin
state_RS_Kla_11,base.rs,Kladovo
state_RS_Maj_12,base.rs,Majdanpek
state_RS_Gol_13,base.rs,Golubac
state_RS_Kuč_14,base.rs,Kučevo
state_RS_Žag_15,base.rs,Žagubica
state_RS_Pet_16,base.rs,Petrovac na Mlavi
state_RS_Des_17,base.rs,Despotovac
state_RS_Svi_18,base.rs,Svilajnac
state_RS_Dol_19,base.rs,Doljevac
state_RS_Mer_20,base.rs,Merošina
state_RS_Ale_21,base.rs,Aleksinac
state_RS_Bla_22,base.rs,Blace
state_RS_Bru_23,base.rs,Brus
state_RS_Kru_24,base.rs,Kruševac
state_RS_Ale_25,base.rs,Aleksandrovac
state_RS_Vrn_26,base.rs,Vrnjačka Banja
state_RS_Trs_27,base.rs,Trstenik
state_RS_Var_28,base.rs,Varvarin
state_RS_Ćić_29,base.rs,Ćićevac
state_RS_Raž_30,base.rs,Ražanj
state_RS_Par_31,base.rs,Paraćin
state_RS_Ćup_32,base.rs,Ćuprija
state_RS_Jag_33,base.rs,Jagodina
state_RS_Rek_34,base.rs,Rekovac
state_RS_Ada_35,base.rs,Ada
state_RS_Ali_36,base.rs,Alibunar
state_RS_Apa_37,base.rs,Apatin
state_RS_Pri_38,base.rs,Prijepolje
state_RS_Rač_39,base.rs,Rača
state_RS_Raš_40,base.rs,Raška
state_RS_Rum_41,base.rs,Ruma
state_RS_Sen_42,base.rs,Senta
state_RS_Seč_43,base.rs,Sečanj
state_RS_Sje_44,base.rs,Sjenica
state_RS_Sme_45,base.rs,Smederevo
state_RS_Sme_46,base.rs,Smederevska Palanka
state_RS_Som_47,base.rs,Sombor
state_RS_Srb_48,base.rs,Srbobran
state_RS_Sre_49,base.rs,Sremska Mitrovica
state_RS_Sre_50,base.rs,Sremski Karlovci
state_RS_Sta_51,base.rs,Stara Pazova
state_RS_Sub_52,base.rs,Subotica
state_RS_Tem_53,base.rs,Temerin
state_RS_Tit_54,base.rs,Titel
state_RS_Top_55,base.rs,Topola
state_RS_Tut_56,base.rs,Tutin
state_RS_Ub_57,base.rs,Ub
state_RS_Uži_58,base.rs,Užice
state_RS_Val_59,base.rs,Valjevo
state_RS_Vel_60,base.rs,Veliko Gradište
state_RS_Vla_61,base.rs,Vladimirci
state_RS_Vrb_62,base.rs,Vrbas
state_RS_Vrš_63,base.rs,Vršac
state_RS_Zre_64,base.rs,Zrenjanin
state_RS_Gor_65,base.rs,Gornji Milanovac
state_RS_Inđ_66,base.rs,Inđija
state_RS_Iri_67,base.rs,Irig
state_RS_Iva_68,base.rs,Ivanjica
state_RS_Kan_69,base.rs,Kanjiža
state_RS_Kik_70,base.rs,Kikinda
state_RS_Kni_71,base.rs,Knić
state_RS_Koc_72,base.rs,Koceljeva
state_RS_Kos_73,base.rs,Kosjerić
state_RS_Kov_74,base.rs,Kovačica
state_RS_Kov_75,base.rs,Kovin
state_RS_Kra_76,base.rs,Kragujevac
state_RS_Kra_77,base.rs,Kraljevo
state_RS_Kru_78,base.rs,Krupanj
state_RS_Kul_79,base.rs,Kula
state_RS_Laj_80,base.rs,Lajkovac
state_RS_Lap_81,base.rs,Lapovo
state_RS_Lji_82,base.rs,Ljig
state_RS_Lju_83,base.rs,Ljubovija
state_RS_Loz_84,base.rs,Loznica
state_RS_Luč_85,base.rs,Lučani
state_RS_Mal_86,base.rs,Mali Iđoš
state_RS_Mal_87,base.rs,Mali Zvornik
state_RS_Mal_88,base.rs,Malo Crniće
state_RS_Mio_89,base.rs,Mionica
state_RS_Nov_90,base.rs,Nova Crnja
state_RS_Nov_91,base.rs,Nova Varoš
state_RS_Nov_92,base.rs,Novi Bečej
state_RS_Nov_93,base.rs,Novi Kneževac
state_RS_Nov_94,base.rs,Novi Pazar
state_RS_Nov_95,base.rs,Novi Sad
state_RS_Odž_96,base.rs,Odžaci
state_RS_Opo_97,base.rs,Opovo
state_RS_Ose_98,base.rs,Osečina
state_RS_Pan_99,base.rs,Pančevo
state_RS_Peć_100,base.rs,Pećinci
state_RS_Pla_101,base.rs,Plandište
state_RS_Pož_102,base.rs,Požarevac
state_RS_Pož_103,base.rs,Požega
state_RS_Pri_104,base.rs,Priboj
state_RS_Šid_105,base.rs,Šid
state_RS_Šab_106,base.rs,Šabac
state_RS_Ari_107,base.rs,Arilje
state_RS_Baj_108,base.rs,Bajina Bašta
state_RS_Bat_109,base.rs,Batočina
state_RS_Bač_110,base.rs,Bač
state_RS_Bač_111,base.rs,Bačka Palanka
state_RS_Bač_112,base.rs,Bačka Topola
state_RS_Bač_113,base.rs,Bački Petrovac
state_RS_Bel_114,base.rs,Bela Crkva
state_RS_Beč_115,base.rs,Bečej
state_RS_Bog_116,base.rs,Bogatić
state_RS_Žit_117,base.rs,Žitište
state_RS_Žab_118,base.rs,Žabari
state_RS_Žab_119,base.rs,Žabalj
state_RS_Čok_120,base.rs,Čoka
state_RS_Čač_121,base.rs,Čačak
state_RS_Trg_122,base.rs,Trgovište
state_RS_Vra_123,base.rs,Vranje
state_RS_Buj_124,base.rs,Bujanovac
state_RS_Pre_125,base.rs,Preševo
state_RS_Bos_126,base.rs,Bosilegrad
state_RS_Sur_127,base.rs,Surdulica
state_RS_Vla_128,base.rs,Vladičin Han
state_RS_Crn_129,base.rs,Crna Trava
state_RS_Vla_130,base.rs,Vlasotince
state_RS_Žit_131,base.rs,Žitorađa
state_RS_Pro_132,base.rs,Prokuplje
state_RS_Bab_133,base.rs,Babušnica
state_RS_Dim_134,base.rs,Dimitrovgrad
state_RS_Pir_135,base.rs,Pirot
state_RS_Knj_136,base.rs,Knjaževac
state_RS_Kur_137,base.rs,Kuršumlija
state_RS_Med_138,base.rs,Medveđa
state_RS_Boj_139,base.rs,Bojnik
state_RS_Leb_140,base.rs,Lebane
state_RS_Les_141,base.rs,Leskovac
state_RS_Čaj_142,base.rs,Čajetina
state_RS_Vel_143,base.rs,Velika Plana
state_RS_Beo_144,base.rs,Beočin
state_RU_Ros_1,base.ru,Rostovskaya Oblast’
state_RU_Sak_2,base.ru,Sakha (Yakutiya)
state_RU_Sve_3,base.ru,Sverdlovskaya Oblast’
state_RU_Kha_4,base.ru,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra
state_RU_Kom_5,base.ru,Komi
state_RU_Yam_6,base.ru,Yamalo-Nenetskiy Avtonomnyy Okrug
state_RU_Sar_7,base.ru,Saratovskaya Oblast’
state_RU_Bur_8,base.ru,Buryatiya
state_RU_Niz_9,base.ru,Nizhegorodskaya Oblast’
state_RU_Che_10,base.ru,Chelyabinskaya Oblast’
state_RU_Oms_11,base.ru,Omskaya Oblast’
state_RU_Kab_12,base.ru,Kabardino-Balkariya
state_RU_Mur_13,base.ru,Murmanskaya Oblast’
state_RU_Ady_14,base.ru,Adygeya
state_RU_Irk_15,base.ru,Irkutskaya Oblast’
state_RU_San_16,base.ru,Sankt-Peterburg
state_RU_Sta_17,base.ru,Stavropol’skiy Kray
state_RU_Kem_18,base.ru,Kemerovskaya Oblast’
state_RU_Pen_19,base.ru,Penzenskaya Oblast’
state_RU_Nov_20,base.ru,Novosibirskaya Oblast’
state_RU_Rya_21,base.ru,Ryazanskaya Oblast’
state_RU_Mos_22,base.ru,Moskovskaya Oblast’
state_RU_Ul’_23,base.ru,Ul’yanovskaya Oblast’
state_RU_Alt_24,base.ru,Altayskiy Kray
state_RU_Kha_25,base.ru,Khakasiya
state_RU_Bas_26,base.ru,Bashkortostan
state_RU_Psk_27,base.ru,Pskovskaya Oblast’
state_RU_Smo_28,base.ru,Smolenskaya Oblast’
state_RU_Tom_29,base.ru,Tomskaya Oblast’
state_RU_Nov_30,base.ru,Novgorodskaya Oblast’
state_RU_Kal_31,base.ru,Kaluzhskaya Oblast’
state_RU_Udm_32,base.ru,Udmurtiya
state_RU_Vol_33,base.ru,Vologodskaya Oblast’
state_RU_Vol_34,base.ru,Volgogradskaya Oblast’
state_RU_Tyu_35,base.ru,Tyumenskaya Oblast’
state_RU_Ark_36,base.ru,Arkhangel’skaya Oblast’
state_RU_Kur_37,base.ru,Kurganskaya Oblast’
state_RU_Tve_38,base.ru,Tverskaya Oblast’
state_RU_Kal_39,base.ru,Kalmykiya
state_RU_Alt_40,base.ru,Altay
state_RU_Chu_41,base.ru,Chuvashiya
state_RU_Vla_42,base.ru,Vladimirskaya Oblast’
state_RU_Len_43,base.ru,Leningradskaya Oblast’
state_RU_Mos_44,base.ru,Moskva
state_RU_Nor_45,base.ru,North Ossetia
state_RU_Nen_46,base.ru,Nenetskiy Avtonomnyy Okrug
state_RU_Sam_47,base.ru,Samarskaya Oblast’
state_RU_Kra_48,base.ru,Krasnoyarskiy Kray
state_RU_Ore_49,base.ru,Orenburgskaya Oblast’
state_RU_Mor_50,base.ru,Mordoviya
state_RU_Zab_51,base.ru,Zabaykal’skiy Kray
state_RU_Tat_52,base.ru,Tatarstan
state_RU_Tul_53,base.ru,Tul’skaya Oblast’
state_RU_Kur_54,base.ru,Kurskaya Oblast’
state_RU_Bel_55,base.ru,Belgorodskaya Oblast’
state_RU_Yar_56,base.ru,Yaroslavskaya Oblast’
state_RU_Mar_57,base.ru,Mariy-El
state_RU_Bry_58,base.ru,Bryanskaya Oblast’
state_RU_Tam_59,base.ru,Tambovskaya Oblast’
state_RU_Kra_60,base.ru,Krasnodarskiy Kray
state_RU_Dag_61,base.ru,Dagestan
state_RU_Kos_62,base.ru,Kostromskaya Oblast’
state_RU_Vor_63,base.ru,Voronezhskaya Oblast’
state_RU_Iva_64,base.ru,Ivanovskaya Oblast’
state_RU_Orl_65,base.ru,Orlovskaya Oblast’
state_RU_Kir_66,base.ru,Kirovskaya Oblast’
state_RU_Pri_67,base.ru,Primorskiy Kray
state_RU_Kar_68,base.ru,Kareliya
state_RU_Kal_69,base.ru,Kaliningradskaya Oblast’
state_RU_Per_70,base.ru,Permskiy Kray
state_RU_Lip_71,base.ru,Lipetskaya Oblast’
state_RU_Kar_72,base.ru,Karachayevo-Cherkesiya
state_RU_Ast_73,base.ru,Astrakhanskaya Oblast’
state_RU_Tyv_74,base.ru,Tyva
state_RU_Ing_75,base.ru,Ingushetiya
state_RU_Che_76,base.ru,Chechnya
state_RU_Chu_77,base.ru,Chukotskiy Avtonomnyy Okrug
state_RU_Amu_78,base.ru,Amurskaya Oblast’
state_RU_Kha_79,base.ru,Khabarovskiy Kray
state_RU_Mag_80,base.ru,Magadanskaya Oblast’
state_RU_Sak_81,base.ru,Sakhalinskaya Oblast’
state_RU_Kam_82,base.ru,Kamchatskiy Kray
state_RU_Yev_83,base.ru,Yevreyskaya Avtonomnaya Oblast’
state_RW_Wes_1,base.rw,Western Province
state_RW_Nor_2,base.rw,Northern Province
state_RW_Sou_3,base.rw,Southern Province
state_RW_Eas_4,base.rw,Eastern Province
state_SA_Mak_1,base.sa,Makkah al Mukarramah
state_SA_Ar _2,base.sa,Ar Riyāḑ
state_SA_Tab_3,base.sa,Tabūk
state_SA_Al _4,base.sa,Al Jawf
state_SA_Naj_5,base.sa,Najrān
state_SA_Al _6,base.sa,Al Bāḩah
state_SA_Al _7,base.sa,Al Madīnah al Munawwarah
state_SA_Ḩā’_8,base.sa,Ḩā’il
state_SA_Jāz_9,base.sa,Jāzān
state_SA_Al _10,base.sa,Al Ḩudūd ash Shamālīyah
state_SA_‘As_11,base.sa,‘Asīr
state_SA_Ash_12,base.sa,Ash Sharqīyah
state_SA_Al _13,base.sa,Al Qaşīm
state_SB_Hon_1,base.sb,Honiara
state_SB_Mal_2,base.sb,Malaita
state_SB_Isa_3,base.sb,Isabel
state_SB_Wes_4,base.sb,Western
state_SB_Mak_5,base.sb,Makira and Ulawa
state_SB_Cen_6,base.sb,Central
state_SB_Cho_7,base.sb,Choiseul
state_SB_Ren_8,base.sb,Rennell and Bellona
state_SB_Tem_9,base.sb,Temotu
state_SD_Kha_1,base.sd,Khartoum
state_SD_Riv_2,base.sd,River Nile
state_SD_Al _3,base.sd,Al Gazira
state_SD_Whi_4,base.sd,White Nile
state_SD_Red_5,base.sd,Red Sea
state_SD_Nor_6,base.sd,Northern
state_SD_Sen_7,base.sd,Sennar
state_SD_Nor_8,base.sd,North Kordofan
state_SD_Wes_9,base.sd,Western Kordofan
state_SD_Wes_10,base.sd,West Darfur
state_SD_Al _11,base.sd,Al Gedaref
state_SD_Eas_12,base.sd,East Darfur
state_SD_Blu_13,base.sd,Blue Nile
state_SD_Nor_14,base.sd,North Darfur
state_SD_Sou_15,base.sd,South Kordofan
state_SD_Sou_16,base.sd,South Darfur
state_SD_Cen_17,base.sd,Central Darfur
state_SD_Kas_18,base.sd,Kassala
state_SE_Väs_1,base.se,Västmanland
state_SE_Upp_2,base.se,Uppsala
state_SE_Öre_3,base.se,Örebro
state_SE_Jäm_4,base.se,Jämtland
state_SE_Vär_5,base.se,Värmland
state_SE_Söd_6,base.se,Södermanland
state_SE_Väs_7,base.se,Västra Götaland
state_SE_Hal_8,base.se,Halland
state_SE_Öst_9,base.se,Östergötland
state_SE_Jön_10,base.se,Jönköping
state_SE_Kal_11,base.se,Kalmar
state_SE_Gäv_12,base.se,Gävleborg
state_SE_Skå_13,base.se,Skåne
state_SE_Kro_14,base.se,Kronoberg
state_SE_Nor_15,base.se,Norrbotten
state_SE_Sto_16,base.se,Stockholm
state_SE_Ble_17,base.se,Blekinge
state_SE_Dal_18,base.se,Dalarna
state_SE_Väs_19,base.se,Västernorrland
state_SE_Väs_20,base.se,Västerbotten
state_SE_Got_21,base.se,Gotland
state_SH_Tri_1,base.sh,Tristan da Cunha
state_SH_Asc_2,base.sh,Ascension
state_SH_Sai_3,base.sh,Saint Helena
state_SI_Lju_1,base.si,Ljubljana
state_SI_Reč_2,base.si,Rečica ob Savinji
state_SI_Sel_3,base.si,Selnica ob Dravi
state_SI_Sem_4,base.si,Semič
state_SI_Šal_5,base.si,Šalovci
state_SI_Rib_6,base.si,Ribnica na Pohorju
state_SI_Rib_7,base.si,Ribnica
state_SI_Rog_8,base.si,Rogaška Slatina
state_SI_Rog_9,base.si,Rogašovci
state_SI_Rog_10,base.si,Rogatec
state_SI_Ruš_11,base.si,Ruše
state_SI_Ren_12,base.si,Renče-Vogrsko
state_SI_Mik_13,base.si,Miklavž na Dravskem Polju
state_SI_Mir_14,base.si,Miren-Kostanjevica
state_SI_Pol_15,base.si,Poljčane
state_SI_Pre_16,base.si,Prevalje
state_SI_Rač_17,base.si,Rače-Fram
state_SI_Pod_18,base.si,Podlehnik
state_SI_Pre_19,base.si,Prebold
state_SI_Ptu_20,base.si,Ptuj
state_SI_Puc_21,base.si,Puconci
state_SI_Pos_22,base.si,Postojna
state_SI_Piv_23,base.si,Pivka
state_SI_Rad_24,base.si,Radeče
state_SI_Pol_25,base.si,Polzela
state_SI_Pre_26,base.si,Preddvor
state_SI_Pod_27,base.si,Podvelka
state_SI_Pod_28,base.si,Podčetrtek
state_SI_Ajd_29,base.si,Ajdovščina
state_SI_Ble_30,base.si,Bled
state_SI_Bis_31,base.si,Bistrica ob Sotli
state_SI_Ben_32,base.si,Benedikt
state_SI_Bel_33,base.si,Beltinci
state_SI_Gor_34,base.si,Gornji Petrovci
state_SI_Gra_35,base.si,Grad
state_SI_Gro_36,base.si,Grosuplje
state_SI_Blo_37,base.si,Bloke
state_SI_Haj_38,base.si,Hajdina
state_SI_Boh_39,base.si,Bohinj
state_SI_Bor_40,base.si,Borovnica
state_SI_Bov_41,base.si,Bovec
state_SI_Bra_42,base.si,Braslovče
state_SI_Bre_43,base.si,Brežice
state_SI_Bre_44,base.si,Brezovica
state_SI_Brd_45,base.si,Brda
state_SI_Can_46,base.si,Cankova
state_SI_Cel_47,base.si,Celje
state_SI_Cer_48,base.si,Cerklje na Gorenjskem
state_SI_Cer_49,base.si,Cerknica
state_SI_Cer_50,base.si,Cerkno
state_SI_Cer_51,base.si,Cerkvenjak
state_SI_Čre_52,base.si,Črenšovci
state_SI_Črn_53,base.si,Črna na Koroškem
state_SI_Črn_54,base.si,Črnomelj
state_SI_Des_55,base.si,Destrnik
state_SI_Hor_56,base.si,Horjul
state_SI_Kra_57,base.si,Kranjska Gora
state_SI_Kri_58,base.si,Križevci
state_SI_Krš_59,base.si,Krško
state_SI_Ili_60,base.si,Ilirska Bistrica
state_SI_Iva_61,base.si,Ivančna Gorica
state_SI_Izo_62,base.si,Izola
state_SI_Jes_63,base.si,Jesenice
state_SI_Kop_64,base.si,Koper
state_SI_Kos_65,base.si,Kostanjevica na Krki
state_SI_Koz_66,base.si,Kozje
state_SI_Kra_67,base.si,Kranj
state_SI_Len_68,base.si,Lendava
state_SI_Lit_69,base.si,Litija
state_SI_Lju_70,base.si,Ljubno
state_SI_Lju_71,base.si,Ljutomer
state_SI_Hoč_72,base.si,Hoče-Slivnica
state_SI_Hod_73,base.si,Hodoš
state_SI_Hra_74,base.si,Hrastnik
state_SI_Hrp_75,base.si,Hrpelje-Kozina
state_SI_Idr_76,base.si,Idrija
state_SI_Ig_77,base.si,Ig
state_SI_Kun_78,base.si,Kungota
state_SI_Kuz_79,base.si,Kuzma
state_SI_Laš_80,base.si,Laško
state_SI_Len_81,base.si,Lenart
state_SI_Log_82,base.si,Logatec
state_SI_Log_83,base.si,Log-Dragomer
state_SI_Loš_84,base.si,Loška Dolina
state_SI_Loš_85,base.si,Loški Potok
state_SI_Jez_86,base.si,Jezersko
state_SI_Jur_87,base.si,Juršinci
state_SI_Kam_88,base.si,Kamnik
state_SI_Kan_89,base.si,Kanal
state_SI_Kid_90,base.si,Kidričevo
state_SI_Kob_91,base.si,Kobarid
state_SI_Kob_92,base.si,Kobilje
state_SI_Koč_93,base.si,Kočevje
state_SI_Kom_94,base.si,Komen
state_SI_Sve_95,base.si,Sveta Trojica v Slovenskih Goricah
state_SI_Pes_96,base.si,Pesnica
state_SI_Pir_97,base.si,Piran
state_SI_Mur_98,base.si,Murska Sobota
state_SI_Mut_99,base.si,Muta
state_SI_Mor_100,base.si,Moravče
state_SI_Nov_101,base.si,Novo Mesto
state_SI_Odr_102,base.si,Odranci
state_SI_Opl_103,base.si,Oplotnica
state_SI_Orm_104,base.si,Ormož
state_SI_Mor_105,base.si,Moravske Toplice
state_SI_Moz_106,base.si,Mozirje
state_SI_Mir_107,base.si,Mirna
state_SI_Mir_108,base.si,Mirna Peč
state_SI_Mis_109,base.si,Mislinja
state_SI_Mok_110,base.si,Mokronog-Trebelno
state_SI_Nak_111,base.si,Naklo
state_SI_Nov_112,base.si,Nova Gorica
state_SI_Dol_113,base.si,Dol pri Ljubljani
state_SI_Dol_114,base.si,Dolenjske Toplice
state_SI_Dom_115,base.si,Domžale
state_SI_Dor_116,base.si,Dornava
state_SI_Dra_117,base.si,Dravograd
state_SI_Dup_118,base.si,Duplek
state_SI_Gor_119,base.si,Gorenja Vas-Poljane
state_SI_Gor_120,base.si,Gorišnica
state_SI_Gor_121,base.si,Gornja Radgona
state_SI_Gor_122,base.si,Gornji Grad
state_SI_Gor_123,base.si,Gorje
state_SI_Div_124,base.si,Divača
state_SI_Dob_125,base.si,Dobje
state_SI_Dob_126,base.si,Dobrepolje
state_SI_Dob_127,base.si,Dobrna
state_SI_Dob_128,base.si,Dobrova-Polhov Gradec
state_SI_Dob_129,base.si,Dobrovnik
state_SI_Rad_130,base.si,Radenci
state_SI_Rad_131,base.si,Radlje ob Dravi
state_SI_Rad_132,base.si,Radovljica
state_SI_Rav_133,base.si,Ravne na Koroškem
state_SI_Šen_134,base.si,Šentjur
state_SI_Šen_135,base.si,Šentrupert
state_SI_Sev_136,base.si,Sevnica
state_SI_Sve_137,base.si,Sveti Andraž v Slovenskih Goricah
state_SI_Str_138,base.si,Straža
state_SI_Sve_139,base.si,Sveta Ana
state_SI_Sve_140,base.si,Sveti Jurij v Slovenskih Goricah
state_SI_Šoš_141,base.si,Šoštanj
state_SI_Sre_142,base.si,Središče ob Dravi
state_SI_Sta_143,base.si,Starše
state_SI_Što_144,base.si,Štore
state_SI_Sve_145,base.si,Sveti Jurij ob Ščavnici
state_SI_Šma_146,base.si,Šmartno ob Paki
state_SI_Šma_147,base.si,Šmartno pri Litiji
state_SI_Sod_148,base.si,Sodražica
state_SI_Sol_149,base.si,Solčava
state_SI_Slo_150,base.si,Slovenj Gradec
state_SI_Slo_151,base.si,Slovenska Bistrica
state_SI_Slo_152,base.si,Slovenske Konjice
state_SI_Šma_153,base.si,Šmarje pri Jelšah
state_SI_Šen_154,base.si,Šenčur
state_SI_Šem_155,base.si,Šempeter-Vrtojba
state_SI_Šen_156,base.si,Šentilj
state_SI_Šen_157,base.si,Šentjernej
state_SI_Sež_158,base.si,Sežana
state_SI_Ško_159,base.si,Škocjan
state_SI_Ško_160,base.si,Škofja Loka
